,year,age_group,sex,region,value
5053,2020,80 - 84 years,Both sexes,South-East,8.8
5054,2020,80 - 84 years,Both sexes,South-West,13.9
5055,2020,80 - 84 years,Both sexes,Dublin,24.4
5056,2020,80 - 84 years,Both sexes,Mid-East,10.5
5057,2020,80 - 84 years,Both sexes,Midland,5.1
5058,2020,80 - 84 years,Male,State,40.7
5059,2020,80 - 84 years,Male,Border,4.0
5060,2020,80 - 84 years,Male,West,4.4
5061,2020,80 - 84 years,Male,Mid-West,4.7
5062,2020,80 - 84 years,Male,South-East,4.0
5063,2020,80 - 84 years,Male,South-West,6.2
5064,2020,80 - 84 years,Male,Dublin,10.3
5065,2020,80 - 84 years,Male,Mid-East,4.8
5066,2020,80 - 84 years,Male,Midland,2.3
5067,2020,80 - 84 years,Female,State,50.1
5068,2020,80 - 84 years,Female,Border,4.5
5069,2020,80 - 84 years,Female,West,5.1
5070,2020,80 - 84 years,Female,Mid-West,5.5
5071,2020,80 - 84 years,Female,South-East,4.7
5072,2020,80 - 84 years,Female,South-West,7.7
5073,2020,80 - 84 years,Female,Dublin,14.1
5074,2020,80 - 84 years,Female,Mid-East,5.7
5075,2020,80 - 84 years,Female,Midland,2.8
5076,2020,85 years and over,Both sexes,State,75.6
5077,2020,85 years and over,Both sexes,Border,7.5
5078,2020,85 years and over,Both sexes,West,8.7
5079,2020,85 years and over,Both sexes,Mid-West,8.6
5080,2020,85 years and over,Both sexes,South-East,7.5
5081,2020,85 years and over,Both sexes,South-West,11.4
5082,2020,85 years and over,Both sexes,Dublin,20.5
5083,2020,85 years and over,Both sexes,Mid-East,8.1
5084,2020,85 years and over,Both sexes,Midland,3.5
5085,2020,85 years and over,Male,State,28.0
5086,2020,85 years and over,Male,Border,2.8
5087,2020,85 years and over,Male,West,3.3
5088,2020,85 years and over,Male,Mid-West,3.3
5089,2020,85 years and over,Male,South-East,2.8
5090,2020,85 years and over,Male,South-West,4.3
5091,2020,85 years and over,Male,Dublin,7.1
5092,2020,85 years and over,Male,Mid-East,2.9
5093,2020,85 years and over,Male,Midland,1.4
5094,2020,85 years and over,Female,State,47.6
5095,2020,85 years and over,Female,Border,4.6
5096,2020,85 years and over,Female,West,5.4
5097,2020,85 years and over,Female,Mid-West,5.3
5098,2020,85 years and over,Female,South-East,4.6
5099,2020,85 years and over,Female,South-West,7.1
5100,2020,85 years and over,Female,Dublin,13.3
5101,2020,85 years and over,Female,Mid-East,5.2
5102,2020,85 years and over,Female,Midland,2.1
5103,2020,All ages,Both sexes,State,5029.9
5104,2020,All ages,Both sexes,Border,412.0
5105,2020,All ages,Both sexes,West,472.2
5106,2020,All ages,Both sexes,Mid-West,497.9
5107,2020,All ages,Both sexes,South-East,444.9
5108,2020,All ages,Both sexes,South-West,723.3
5109,2020,All ages,Both sexes,Dublin,1422.4
5110,2020,All ages,Both sexes,Mid-East,747.2
5111,2020,All ages,Both sexes,Midland,309.9
5112,2020,All ages,Male,State,2491.8
5113,2020,All ages,Male,Border,205.5
5114,2020,All ages,Male,West,233.3
5115,2020,All ages,Male,Mid-West,249.1
5116,2020,All ages,Male,South-East,221.2
5117,2020,All ages,Male,South-West,359.2
5118,2020,All ages,Male,Dublin,695.4
5119,2020,All ages,Male,Mid-East,372.0
5120,2020,All ages,Male,Midland,156.1
5121,2020,All ages,Female,State,2538.1
5122,2020,All ages,Female,Border,206.5
5123,2020,All ages,Female,West,238.9
5124,2020,All ages,Female,Mid-West,248.9
5125,2020,All ages,Female,South-East,223.7
5126,2020,All ages,Female,South-West,364.1
5127,2020,All ages,Female,Dublin,727.1
5128,2020,All ages,Female,Mid-East,375.3
5129,2020,All ages,Female,Midland,153.7
5130,2021,0 - 4 years,Both sexes,State,300.9
5131,2021,0 - 4 years,Both sexes,Border,24.5
5132,2021,0 - 4 years,Both sexes,West,28.0
5133,2021,0 - 4 years,Both sexes,Mid-West,28.4
5134,2021,0 - 4 years,Both sexes,South-East,24.9
5135,2021,0 - 4 years,Both sexes,South-West,41.9
5136,2021,0 - 4 years,Both sexes,Dublin,82.4
5137,2021,0 - 4 years,Both sexes,Mid-East,48.4
5138,2021,0 - 4 years,Both sexes,Midland,22.3
5139,2021,0 - 4 years,Male,State,154.1
5140,2021,0 - 4 years,Male,Border,12.7
5141,2021,0 - 4 years,Male,West,14.4
5142,2021,0 - 4 years,Male,Mid-West,14.6
5143,2021,0 - 4 years,Male,South-East,12.8
5144,2021,0 - 4 years,Male,South-West,21.2
5145,2021,0 - 4 years,Male,Dublin,41.9
5146,2021,0 - 4 years,Male,Mid-East,24.8
5147,2021,0 - 4 years,Male,Midland,11.8
5148,2021,0 - 4 years,Female,State,146.8
5149,2021,0 - 4 years,Female,Border,11.8
5150,2021,0 - 4 years,Female,West,13.7
5151,2021,0 - 4 years,Female,Mid-West,13.8
5152,2021,0 - 4 years,Female,South-East,12.1
5153,2021,0 - 4 years,Female,South-West,20.7
5154,2021,0 - 4 years,Female,Dublin,40.6
5155,2021,0 - 4 years,Female,Mid-East,23.6
5156,2021,0 - 4 years,Female,Midland,10.5
5157,2021,5 - 9 years,Both sexes,State,342.7
5158,2021,5 - 9 years,Both sexes,Border,29.8
5159,2021,5 - 9 years,Both sexes,West,31.8
5160,2021,5 - 9 years,Both sexes,Mid-West,33.5
5161,2021,5 - 9 years,Both sexes,South-East,31.1
5162,2021,5 - 9 years,Both sexes,South-West,48.0
5163,2021,5 - 9 years,Both sexes,Dublin,91.5
5164,2021,5 - 9 years,Both sexes,Mid-East,55.9
5165,2021,5 - 9 years,Both sexes,Midland,21.2
5166,2021,5 - 9 years,Male,State,176.0
5167,2021,5 - 9 years,Male,Border,15.5
5168,2021,5 - 9 years,Male,West,16.5
5169,2021,5 - 9 years,Male,Mid-West,17.1
5170,2021,5 - 9 years,Male,South-East,16.1
5171,2021,5 - 9 years,Male,South-West,24.6
5172,2021,5 - 9 years,Male,Dublin,46.9
5173,2021,5 - 9 years,Male,Mid-East,28.9
5174,2021,5 - 9 years,Male,Midland,10.4
5175,2021,5 - 9 years,Female,State,166.7
5176,2021,5 - 9 years,Female,Border,14.3
5177,2021,5 - 9 years,Female,West,15.3
5178,2021,5 - 9 years,Female,Mid-West,16.4
5179,2021,5 - 9 years,Female,South-East,14.9
5180,2021,5 - 9 years,Female,South-West,23.4
5181,2021,5 - 9 years,Female,Dublin,44.6
5182,2021,5 - 9 years,Female,Mid-East,27.0
5183,2021,5 - 9 years,Female,Midland,10.7
5184,2021,10 - 14 years,Both sexes,State,364.0
5185,2021,10 - 14 years,Both sexes,Border,31.7
5186,2021,10 - 14 years,Both sexes,West,33.7
5187,2021,10 - 14 years,Both sexes,Mid-West,35.8
5188,2021,10 - 14 years,Both sexes,South-East,33.9
5189,2021,10 - 14 years,Both sexes,South-West,51.6
5190,2021,10 - 14 years,Both sexes,Dublin,92.1
5191,2021,10 - 14 years,Both sexes,Mid-East,61.0
5192,2021,10 - 14 years,Both sexes,Midland,24.2
5193,2021,10 - 14 years,Male,State,185.6
5194,2021,10 - 14 years,Male,Border,16.0
5195,2021,10 - 14 years,Male,West,17.3
5196,2021,10 - 14 years,Male,Mid-West,18.3
5197,2021,10 - 14 years,Male,South-East,17.2
5198,2021,10 - 14 years,Male,South-West,26.2
5199,2021,10 - 14 years,Male,Dublin,46.8
5200,2021,10 - 14 years,Male,Mid-East,31.1
5201,2021,10 - 14 years,Male,Midland,12.6
5202,2021,10 - 14 years,Female,State,178.5
5203,2021,10 - 14 years,Female,Border,15.7
5204,2021,10 - 14 years,Female,West,16.4
5205,2021,10 - 14 years,Female,Mid-West,17.5
5206,2021,10 - 14 years,Female,South-East,16.7
5207,2021,10 - 14 years,Female,South-West,25.4
5208,2021,10 - 14 years,Female,Dublin,45.3
5209,2021,10 - 14 years,Female,Mid-East,29.9
5210,2021,10 - 14 years,Female,Midland,11.6
5211,2021,15 - 19 years,Both sexes,State,329.0
5212,2021,15 - 19 years,Both sexes,Border,27.8
5213,2021,15 - 19 years,Both sexes,West,31.0
5214,2021,15 - 19 years,Both sexes,Mid-West,32.5
5215,2021,15 - 19 years,Both sexes,South-East,30.5
5216,2021,15 - 19 years,Both sexes,South-West,46.1
5217,2021,15 - 19 years,Both sexes,Dublin,86.4
5218,2021,15 - 19 years,Both sexes,Mid-East,53.2
5219,2021,15 - 19 years,Both sexes,Midland,21.4
5220,2021,15 - 19 years,Male,State,167.6
5221,2021,15 - 19 years,Male,Border,14.4
5222,2021,15 - 19 years,Male,West,15.7
5223,2021,15 - 19 years,Male,Mid-West,16.6
5224,2021,15 - 19 years,Male,South-East,15.4
5225,2021,15 - 19 years,Male,South-West,23.5
5226,2021,15 - 19 years,Male,Dublin,43.7
5227,2021,15 - 19 years,Male,Mid-East,27.4
5228,2021,15 - 19 years,Male,Midland,11.0
5229,2021,15 - 19 years,Female,State,161.4
5230,2021,15 - 19 years,Female,Border,13.5
5231,2021,15 - 19 years,Female,West,15.3
5232,2021,15 - 19 years,Female,Mid-West,15.9
5233,2021,15 - 19 years,Female,South-East,15.1
5234,2021,15 - 19 years,Female,South-West,22.7
5235,2021,15 - 19 years,Female,Dublin,42.7
5236,2021,15 - 19 years,Female,Mid-East,25.8
5237,2021,15 - 19 years,Female,Midland,10.4
5238,2021,20 - 24 years,Both sexes,State,311.4
5239,2021,20 - 24 years,Both sexes,Border,23.4
5240,2021,20 - 24 years,Both sexes,West,27.9
5241,2021,20 - 24 years,Both sexes,Mid-West,30.2
5242,2021,20 - 24 years,Both sexes,South-East,26.1
5243,2021,20 - 24 years,Both sexes,South-West,43.3
5244,2021,20 - 24 years,Both sexes,Dublin,98.4
5245,2021,20 - 24 years,Both sexes,Mid-East,44.4
5246,2021,20 - 24 years,Both sexes,Midland,17.6
5247,2021,20 - 24 years,Male,State,158.3
5248,2021,20 - 24 years,Male,Border,11.7
5249,2021,20 - 24 years,Male,West,14.0
5250,2021,20 - 24 years,Male,Mid-West,15.6
5251,2021,20 - 24 years,Male,South-East,13.3
5252,2021,20 - 24 years,Male,South-West,22.0
5253,2021,20 - 24 years,Male,Dublin,49.5
5254,2021,20 - 24 years,Male,Mid-East,23.0
5255,2021,20 - 24 years,Male,Midland,9.2
5256,2021,20 - 24 years,Female,State,153.1
5257,2021,20 - 24 years,Female,Border,11.8
5258,2021,20 - 24 years,Female,West,13.9
5259,2021,20 - 24 years,Female,Mid-West,14.6
5260,2021,20 - 24 years,Female,South-East,12.9
5261,2021,20 - 24 years,Female,South-West,21.3
5262,2021,20 - 24 years,Female,Dublin,48.9
5263,2021,20 - 24 years,Female,Mid-East,21.4
5264,2021,20 - 24 years,Female,Midland,8.4
5265,2021,25 - 29 years,Both sexes,State,294.8
5266,2021,25 - 29 years,Both sexes,Border,19.7
5267,2021,25 - 29 years,Both sexes,West,24.8
5268,2021,25 - 29 years,Both sexes,Mid-West,26.2
5269,2021,25 - 29 years,Both sexes,South-East,22.7
5270,2021,25 - 29 years,Both sexes,South-West,40.0
5271,2021,25 - 29 years,Both sexes,Dublin,107.6
5272,2021,25 - 29 years,Both sexes,Mid-East,37.5
5273,2021,25 - 29 years,Both sexes,Midland,16.4
5274,2021,25 - 29 years,Male,State,147.5
5275,2021,25 - 29 years,Male,Border,10.0
5276,2021,25 - 29 years,Male,West,12.6
5277,2021,25 - 29 years,Male,Mid-West,13.2
5278,2021,25 - 29 years,Male,South-East,11.3
5279,2021,25 - 29 years,Male,South-West,20.3
5280,2021,25 - 29 years,Male,Dublin,53.5
5281,2021,25 - 29 years,Male,Mid-East,18.5
5282,2021,25 - 29 years,Male,Midland,8.2
5283,2021,25 - 29 years,Female,State,147.3
5284,2021,25 - 29 years,Female,Border,9.7
5285,2021,25 - 29 years,Female,West,12.2
5286,2021,25 - 29 years,Female,Mid-West,13.0
5287,2021,25 - 29 years,Female,South-East,11.4
5288,2021,25 - 29 years,Female,South-West,19.7
5289,2021,25 - 29 years,Female,Dublin,54.1
5290,2021,25 - 29 years,Female,Mid-East,19.1
5291,2021,25 - 29 years,Female,Midland,8.2
5292,2021,30 - 34 years,Both sexes,State,330.5
5293,2021,30 - 34 years,Both sexes,Border,23.0
5294,2021,30 - 34 years,Both sexes,West,27.1
5295,2021,30 - 34 years,Both sexes,Mid-West,28.6
5296,2021,30 - 34 years,Both sexes,South-East,26.1
5297,2021,30 - 34 years,Both sexes,South-West,44.4
5298,2021,30 - 34 years,Both sexes,Dublin,117.1
5299,2021,30 - 34 years,Both sexes,Mid-East,45.5
5300,2021,30 - 34 years,Both sexes,Midland,18.6
5301,2021,30 - 34 years,Male,State,161.0
5302,2021,30 - 34 years,Male,Border,11.2
5303,2021,30 - 34 years,Male,West,13.3
5304,2021,30 - 34 years,Male,Mid-West,14.1
5305,2021,30 - 34 years,Male,South-East,12.7
5306,2021,30 - 34 years,Male,South-West,21.5
5307,2021,30 - 34 years,Male,Dublin,57.4
5308,2021,30 - 34 years,Male,Mid-East,21.7
5309,2021,30 - 34 years,Male,Midland,9.1
5310,2021,30 - 34 years,Female,State,169.4
5311,2021,30 - 34 years,Female,Border,11.8
5312,2021,30 - 34 years,Female,West,13.8
5313,2021,30 - 34 years,Female,Mid-West,14.5
5314,2021,30 - 34 years,Female,South-East,13.4
5315,2021,30 - 34 years,Female,South-West,22.9
5316,2021,30 - 34 years,Female,Dublin,59.6
5317,2021,30 - 34 years,Female,Mid-East,23.8
5318,2021,30 - 34 years,Female,Midland,9.6
5319,2021,35 - 39 years,Both sexes,State,383.0
5320,2021,35 - 39 years,Both sexes,Border,28.4
5321,2021,35 - 39 years,Both sexes,West,33.3
5322,2021,35 - 39 years,Both sexes,Mid-West,34.9
5323,2021,35 - 39 years,Both sexes,South-East,31.1
5324,2021,35 - 39 years,Both sexes,South-West,53.3
5325,2021,35 - 39 years,Both sexes,Dublin,120.9
5326,2021,35 - 39 years,Both sexes,Mid-East,57.8
5327,2021,35 - 39 years,Both sexes,Midland,23.3
5328,2021,35 - 39 years,Male,State,184.3
5329,2021,35 - 39 years,Male,Border,13.7
5330,2021,35 - 39 years,Male,West,15.8
5331,2021,35 - 39 years,Male,Mid-West,16.9
5332,2021,35 - 39 years,Male,South-East,14.9
5333,2021,35 - 39 years,Male,South-West,25.4
5334,2021,35 - 39 years,Male,Dublin,58.8
5335,2021,35 - 39 years,Male,Mid-East,27.4
5336,2021,35 - 39 years,Male,Midland,11.3
5337,2021,35 - 39 years,Female,State,198.7
5338,2021,35 - 39 years,Female,Border,14.7
5339,2021,35 - 39 years,Female,West,17.5
5340,2021,35 - 39 years,Female,Mid-West,17.9
5341,2021,35 - 39 years,Female,South-East,16.2
5342,2021,35 - 39 years,Female,South-West,27.9
5343,2021,35 - 39 years,Female,Dublin,62.1
5344,2021,35 - 39 years,Female,Mid-East,30.3
5345,2021,35 - 39 years,Female,Midland,12.0
5346,2021,40 - 44 years,Both sexes,State,403.6
5347,2021,40 - 44 years,Both sexes,Border,31.1
5348,2021,40 - 44 years,Both sexes,West,36.4
5349,2021,40 - 44 years,Both sexes,Mid-West,37.9
5350,2021,40 - 44 years,Both sexes,South-East,34.9
5351,2021,40 - 44 years,Both sexes,South-West,57.7
5352,2021,40 - 44 years,Both sexes,Dublin,117.8
5353,2021,40 - 44 years,Both sexes,Mid-East,62.9
5354,2021,40 - 44 years,Both sexes,Midland,25.0
5355,2021,40 - 44 years,Male,State,197.5
5356,2021,40 - 44 years,Male,Border,15.2
5357,2021,40 - 44 years,Male,West,17.6
5358,2021,40 - 44 years,Male,Mid-West,18.7
5359,2021,40 - 44 years,Male,South-East,17.0
5360,2021,40 - 44 years,Male,South-West,27.9
5361,2021,40 - 44 years,Male,Dublin,58.4
5362,2021,40 - 44 years,Male,Mid-East,30.4
5363,2021,40 - 44 years,Male,Midland,12.4
5364,2021,40 - 44 years,Female,State,206.1
5365,2021,40 - 44 years,Female,Border,15.9
5366,2021,40 - 44 years,Female,West,18.7
5367,2021,40 - 44 years,Female,Mid-West,19.3
5368,2021,40 - 44 years,Female,South-East,17.9
5369,2021,40 - 44 years,Female,South-West,29.8
5370,2021,40 - 44 years,Female,Dublin,59.4
5371,2021,40 - 44 years,Female,Mid-East,32.4
5372,2021,40 - 44 years,Female,Midland,12.6
5373,2021,45 - 49 years,Both sexes,State,368.2
5374,2021,45 - 49 years,Both sexes,Border,29.4
5375,2021,45 - 49 years,Both sexes,West,33.9
5376,2021,45 - 49 years,Both sexes,Mid-West,36.2
5377,2021,45 - 49 years,Both sexes,South-East,32.8
5378,2021,45 - 49 years,Both sexes,South-West,53.1
5379,2021,45 - 49 years,Both sexes,Dublin,100.8
5380,2021,45 - 49 years,Both sexes,Mid-East,59.2
5381,2021,45 - 49 years,Both sexes,Midland,22.6
5382,2021,45 - 49 years,Male,State,183.1
5383,2021,45 - 49 years,Male,Border,14.6
5384,2021,45 - 49 years,Male,West,16.7
5385,2021,45 - 49 years,Male,Mid-West,18.1
5386,2021,45 - 49 years,Male,South-East,16.3
5387,2021,45 - 49 years,Male,South-West,26.6
5388,2021,45 - 49 years,Male,Dublin,50.0
5389,2021,45 - 49 years,Male,Mid-East,29.5
5390,2021,45 - 49 years,Male,Midland,11.3
5391,2021,45 - 49 years,Female,State,185.1
5392,2021,45 - 49 years,Female,Border,14.9
5393,2021,45 - 49 years,Female,West,17.2
5394,2021,45 - 49 years,Female,Mid-West,18.2
5395,2021,45 - 49 years,Female,South-East,16.5
5396,2021,45 - 49 years,Female,South-West,26.5
5397,2021,45 - 49 years,Female,Dublin,50.7
5398,2021,45 - 49 years,Female,Mid-East,29.7
5399,2021,45 - 49 years,Female,Midland,11.3
5400,2021,50 - 54 years,Both sexes,State,329.5
5401,2021,50 - 54 years,Both sexes,Border,28.1
5402,2021,50 - 54 years,Both sexes,West,31.5
5403,2021,50 - 54 years,Both sexes,Mid-West,33.3
5404,2021,50 - 54 years,Both sexes,South-East,30.5
5405,2021,50 - 54 years,Both sexes,South-West,48.1
5406,2021,50 - 54 years,Both sexes,Dublin,86.0
5407,2021,50 - 54 years,Both sexes,Mid-East,51.3
5408,2021,50 - 54 years,Both sexes,Midland,20.8
5409,2021,50 - 54 years,Male,State,164.8
5410,2021,50 - 54 years,Male,Border,14.1
5411,2021,50 - 54 years,Male,West,15.8
5412,2021,50 - 54 years,Male,Mid-West,16.8
5413,2021,50 - 54 years,Male,South-East,15.2
5414,2021,50 - 54 years,Male,South-West,24.2
5415,2021,50 - 54 years,Male,Dublin,42.5
5416,2021,50 - 54 years,Male,Mid-East,25.8
5417,2021,50 - 54 years,Male,Midland,10.5
5418,2021,50 - 54 years,Female,State,164.7
5419,2021,50 - 54 years,Female,Border,13.9
5420,2021,50 - 54 years,Female,West,15.7
5421,2021,50 - 54 years,Female,Mid-West,16.5
5422,2021,50 - 54 years,Female,South-East,15.3
5423,2021,50 - 54 years,Female,South-West,23.9
5424,2021,50 - 54 years,Female,Dublin,43.6
5425,2021,50 - 54 years,Female,Mid-East,25.5
5426,2021,50 - 54 years,Female,Midland,10.3
5427,2021,55 - 59 years,Both sexes,State,301.2
5428,2021,55 - 59 years,Both sexes,Border,26.3
5429,2021,55 - 59 years,Both sexes,West,29.3
5430,2021,55 - 59 years,Both sexes,Mid-West,31.0
5431,2021,55 - 59 years,Both sexes,South-East,28.6
5432,2021,55 - 59 years,Both sexes,South-West,45.3
5433,2021,55 - 59 years,Both sexes,Dublin,76.9
5434,2021,55 - 59 years,Both sexes,Mid-East,45.0
5435,2021,55 - 59 years,Both sexes,Midland,18.8
5436,2021,55 - 59 years,Male,State,149.0
5437,2021,55 - 59 years,Male,Border,13.1
5438,2021,55 - 59 years,Male,West,14.6
5439,2021,55 - 59 years,Male,Mid-West,15.4
5440,2021,55 - 59 years,Male,South-East,14.0
5441,2021,55 - 59 years,Male,South-West,22.7
5442,2021,55 - 59 years,Male,Dublin,37.1
5443,2021,55 - 59 years,Male,Mid-East,22.6
5444,2021,55 - 59 years,Male,Midland,9.5
5445,2021,55 - 59 years,Female,State,152.2
5446,2021,55 - 59 years,Female,Border,13.2
5447,2021,55 - 59 years,Female,West,14.7
5448,2021,55 - 59 years,Female,Mid-West,15.6
5449,2021,55 - 59 years,Female,South-East,14.6
5450,2021,55 - 59 years,Female,South-West,22.6
5451,2021,55 - 59 years,Female,Dublin,39.8
5452,2021,55 - 59 years,Female,Mid-East,22.4
5453,2021,55 - 59 years,Female,Midland,9.4
5454,2021,60 - 64 years,Both sexes,State,268.5
5455,2021,60 - 64 years,Both sexes,Border,24.1
5456,2021,60 - 64 years,Both sexes,West,27.5
5457,2021,60 - 64 years,Both sexes,Mid-West,28.6
5458,2021,60 - 64 years,Both sexes,South-East,25.8
5459,2021,60 - 64 years,Both sexes,South-West,40.5
5460,2021,60 - 64 years,Both sexes,Dublin,67.8
5461,2021,60 - 64 years,Both sexes,Mid-East,37.1
5462,2021,60 - 64 years,Both sexes,Midland,17.0
5463,2021,60 - 64 years,Male,State,132.7
5464,2021,60 - 64 years,Male,Border,12.0
5465,2021,60 - 64 years,Male,West,13.6
5466,2021,60 - 64 years,Male,Mid-West,14.5
5467,2021,60 - 64 years,Male,South-East,12.8
5468,2021,60 - 64 years,Male,South-West,20.2
5469,2021,60 - 64 years,Male,Dublin,32.6
5470,2021,60 - 64 years,Male,Mid-East,18.4
5471,2021,60 - 64 years,Male,Midland,8.6
5472,2021,60 - 64 years,Female,State,135.8
5473,2021,60 - 64 years,Female,Border,12.1
5474,2021,60 - 64 years,Female,West,13.9
5475,2021,60 - 64 years,Female,Mid-West,14.2
5476,2021,60 - 64 years,Female,South-East,13.0
5477,2021,60 - 64 years,Female,South-West,20.3
5478,2021,60 - 64 years,Female,Dublin,35.3
5479,2021,60 - 64 years,Female,Mid-East,18.7
5480,2021,60 - 64 years,Female,Midland,8.4
5481,2021,65 - 69 years,Both sexes,State,234.1
5482,2021,65 - 69 years,Both sexes,Border,21.5
5483,2021,65 - 69 years,Both sexes,West,24.8
5484,2021,65 - 69 years,Both sexes,Mid-West,25.5
5485,2021,65 - 69 years,Both sexes,South-East,22.3
5486,2021,65 - 69 years,Both sexes,South-West,35.5
5487,2021,65 - 69 years,Both sexes,Dublin,58.0
5488,2021,65 - 69 years,Both sexes,Mid-East,31.6
5489,2021,65 - 69 years,Both sexes,Midland,14.8
5490,2021,65 - 69 years,Male,State,115.5
5491,2021,65 - 69 years,Male,Border,10.9
5492,2021,65 - 69 years,Male,West,12.4
5493,2021,65 - 69 years,Male,Mid-West,13.0
5494,2021,65 - 69 years,Male,South-East,11.2
5495,2021,65 - 69 years,Male,South-West,17.7
5496,2021,65 - 69 years,Male,Dublin,27.2
5497,2021,65 - 69 years,Male,Mid-East,15.6
5498,2021,65 - 69 years,Male,Midland,7.5
5499,2021,65 - 69 years,Female,State,118.6
5500,2021,65 - 69 years,Female,Border,10.6
5501,2021,65 - 69 years,Female,West,12.4
5502,2021,65 - 69 years,Female,Mid-West,12.5
5503,2021,65 - 69 years,Female,South-East,11.1
5504,2021,65 - 69 years,Female,South-West,17.8
5505,2021,65 - 69 years,Female,Dublin,30.8
5506,2021,65 - 69 years,Female,Mid-East,16.0
5507,2021,65 - 69 years,Female,Midland,7.3
5508,2021,70 - 74 years,Both sexes,State,196.2
5509,2021,70 - 74 years,Both sexes,Border,18.4
5510,2021,70 - 74 years,Both sexes,West,20.4
5511,2021,70 - 74 years,Both sexes,Mid-West,21.7
5512,2021,70 - 74 years,Both sexes,South-East,18.8
5513,2021,70 - 74 years,Both sexes,South-West,30.1
5514,2021,70 - 74 years,Both sexes,Dublin,48.5
5515,2021,70 - 74 years,Both sexes,Mid-East,26.1
5516,2021,70 - 74 years,Both sexes,Midland,12.2
5517,2021,70 - 74 years,Male,State,96.5
5518,2021,70 - 74 years,Male,Border,9.3
5519,2021,70 - 74 years,Male,West,10.3
5520,2021,70 - 74 years,Male,Mid-West,10.7
5521,2021,70 - 74 years,Male,South-East,9.5
5522,2021,70 - 74 years,Male,South-West,14.9
5523,2021,70 - 74 years,Male,Dublin,22.7
5524,2021,70 - 74 years,Male,Mid-East,12.9
5525,2021,70 - 74 years,Male,Midland,6.0
5526,2021,70 - 74 years,Female,State,99.8
5527,2021,70 - 74 years,Female,Border,9.1
5528,2021,70 - 74 years,Female,West,10.1
5529,2021,70 - 74 years,Female,Mid-West,10.9
5530,2021,70 - 74 years,Female,South-East,9.3
5531,2021,70 - 74 years,Female,South-West,15.2
5532,2021,70 - 74 years,Female,Dublin,25.7
5533,2021,70 - 74 years,Female,Mid-East,13.3
5534,2021,70 - 74 years,Female,Midland,6.2
5535,2021,75 - 79 years,Both sexes,State,147.2
5536,2021,75 - 79 years,Both sexes,Border,13.7
5537,2021,75 - 79 years,Both sexes,West,15.4
5538,2021,75 - 79 years,Both sexes,Mid-West,16.4
5539,2021,75 - 79 years,Both sexes,South-East,14.5
5540,2021,75 - 79 years,Both sexes,South-West,22.6
5541,2021,75 - 79 years,Both sexes,Dublin,37.0
5542,2021,75 - 79 years,Both sexes,Mid-East,19.0
5543,2021,75 - 79 years,Both sexes,Midland,8.8
5544,2021,75 - 79 years,Male,State,70.4
5545,2021,75 - 79 years,Male,Border,6.9
5546,2021,75 - 79 years,Male,West,7.6
5547,2021,75 - 79 years,Male,Mid-West,7.9
5548,2021,75 - 79 years,Male,South-East,6.9
5549,2021,75 - 79 years,Male,South-West,10.9
5550,2021,75 - 79 years,Male,Dublin,16.8
5551,2021,75 - 79 years,Male,Mid-East,9.2
5552,2021,75 - 79 years,Male,Midland,4.2
5553,2021,75 - 79 years,Female,State,76.8
5554,2021,75 - 79 years,Female,Border,6.8
5555,2021,75 - 79 years,Female,West,7.8
5556,2021,75 - 79 years,Female,Mid-West,8.5
5557,2021,75 - 79 years,Female,South-East,7.5
5558,2021,75 - 79 years,Female,South-West,11.7
5559,2021,75 - 79 years,Female,Dublin,20.2
5560,2021,75 - 79 years,Female,Mid-East,9.8
5561,2021,75 - 79 years,Female,Midland,4.6
5562,2021,80 - 84 years,Both sexes,State,92.4
5563,2021,80 - 84 years,Both sexes,Border,8.6
5564,2021,80 - 84 years,Both sexes,West,9.8
5565,2021,80 - 84 years,Both sexes,Mid-West,10.2
5566,2021,80 - 84 years,Both sexes,South-East,9.0
5567,2021,80 - 84 years,Both sexes,South-West,14.1
5568,2021,80 - 84 years,Both sexes,Dublin,24.7
5569,2021,80 - 84 years,Both sexes,Mid-East,10.9
5570,2021,80 - 84 years,Both sexes,Midland,5.2
5571,2021,80 - 84 years,Male,State,41.6
5572,2021,80 - 84 years,Male,Border,4.1
5573,2021,80 - 84 years,Male,West,4.5
5574,2021,80 - 84 years,Male,Mid-West,4.7
5575,2021,80 - 84 years,Male,South-East,4.1
5576,2021,80 - 84 years,Male,South-West,6.3
5577,2021,80 - 84 years,Male,Dublin,10.5
5578,2021,80 - 84 years,Male,Mid-East,5.0
5579,2021,80 - 84 years,Male,Midland,2.4
5580,2021,80 - 84 years,Female,State,50.8
5581,2021,80 - 84 years,Female,Border,4.5
5582,2021,80 - 84 years,Female,West,5.2
5583,2021,80 - 84 years,Female,Mid-West,5.5
5584,2021,80 - 84 years,Female,South-East,4.9
5585,2021,80 - 84 years,Female,South-West,7.7
5586,2021,80 - 84 years,Female,Dublin,14.2
5587,2021,80 - 84 years,Female,Mid-East,5.9
5588,2021,80 - 84 years,Female,Midland,2.8
5589,2021,85 years and over,Both sexes,State,77.5
5590,2021,85 years and over,Both sexes,Border,7.5
5591,2021,85 years and over,Both sexes,West,9.0
5592,2021,85 years and over,Both sexes,Mid-West,8.7
5593,2021,85 years and over,Both sexes,South-East,7.5
5594,2021,85 years and over,Both sexes,South-West,11.7
5595,2021,85 years and over,Both sexes,Dublin,20.9
5596,2021,85 years and over,Both sexes,Mid-East,8.4
