year,age_group,gender,kvalue
2005,50 - 54 years,Male,122.9
2005,50 - 54 years,Female,120.2
2005,55 - 59 years,Both sexes,221.4
2005,55 - 59 years,Male,112.0
2005,55 - 59 years,Female,109.4
2005,60 - 64 years,Both sexes,172.1
2005,60 - 64 years,Male,86.7
2005,60 - 64 years,Female,85.4
2005,65 - 69 years,Both sexes,140.8
2005,65 - 69 years,Male,69.1
2005,65 - 69 years,Female,71.7
2005,65 years and over,Both sexes,458.9
2005,65 years and over,Male,201.9
2005,65 years and over,Female,257.0
2005,70 - 74 years,Both sexes,117.4
2005,70 - 74 years,Male,55.7
2005,70 - 74 years,Female,61.7
2005,75 - 79 years,Both sexes,91.0
2005,75 - 79 years,Male,38.8
2005,75 - 79 years,Female,52.2
2005,80 - 84 years,Both sexes,64.0
2005,80 - 84 years,Male,24.3
2005,80 - 84 years,Female,39.7
2005,85 years and over,Both sexes,45.7
2005,85 years and over,Male,14.0
2005,85 years and over,Female,31.7
2005,All ages,Both sexes,4133.8
2005,All ages,Male,2061.8
2005,All ages,Female,2072.0
2006,0 - 4 years,Both sexes,302.3
2006,0 - 4 years,Male,154.7
2006,0 - 4 years,Female,147.7
2006,0 - 14 years,Both sexes,865.1
2006,0 - 14 years,Male,443.5
2006,0 - 14 years,Female,421.6
2006,5 - 9 years,Both sexes,288.5
2006,5 - 9 years,Male,148.1
2006,5 - 9 years,Female,140.4
2006,10 - 14 years,Both sexes,274.2
2006,10 - 14 years,Male,140.7
2006,10 - 14 years,Female,133.5
2006,15 - 19 years,Both sexes,290.9
2006,15 - 19 years,Male,148.7
2006,15 - 19 years,Female,142.2
2006,15 - 24 years,Both sexes,638.4
2006,15 - 24 years,Male,324.2
2006,15 - 24 years,Female,314.2
2006,15 years and over,Both sexes,3367.9
2006,15 years and over,Male,1673.8
2006,15 years and over,Female,1694.0
2006,20 - 24 years,Both sexes,347.5
2006,20 - 24 years,Male,175.5
2006,20 - 24 years,Female,172.0
2006,25 - 29 years,Both sexes,375.2
2006,25 - 29 years,Male,190.2
2006,25 - 29 years,Female,185.0
2006,25 - 44 years,Both sexes,1343.3
2006,25 - 44 years,Male,679.7
2006,25 - 44 years,Female,663.6
2006,30 - 34 years,Both sexes,347.9
2006,30 - 34 years,Male,176.4
2006,30 - 34 years,Female,171.5
2006,35 - 39 years,Both sexes,320.4
2006,35 - 39 years,Male,162.8
2006,35 - 39 years,Female,157.7
2006,40 - 44 years,Both sexes,299.8
2006,40 - 44 years,Male,150.4
2006,40 - 44 years,Female,149.3
2006,45 - 49 years,Both sexes,273.8
2006,45 - 49 years,Male,137.4
2006,45 - 49 years,Female,136.4
2006,45 - 64 years,Both sexes,923.8
2006,45 - 64 years,Male,465.4
2006,45 - 64 years,Female,458.4
2006,50 - 54 years,Both sexes,246.4
2006,50 - 54 years,Male,124.1
2006,50 - 54 years,Female,122.3
2006,55 - 59 years,Both sexes,223.9
2006,55 - 59 years,Male,113.2
2006,55 - 59 years,Female,110.7
2006,60 - 64 years,Both sexes,179.8
2006,60 - 64 years,Male,90.6
2006,60 - 64 years,Female,89.1
2006,65 - 69 years,Both sexes,141.2
2006,65 - 69 years,Male,69.9
2006,65 - 69 years,Female,71.4
2006,65 years and over,Both sexes,462.4
2006,65 years and over,Male,204.5
2006,65 years and over,Female,257.8
2006,70 - 74 years,Both sexes,117.5
2006,70 - 74 years,Male,55.8
2006,70 - 74 years,Female,61.7
2006,75 - 79 years,Both sexes,91.4
2006,75 - 79 years,Male,39.7
2006,75 - 79 years,Female,51.8
2006,80 - 84 years,Both sexes,64.4
2006,80 - 84 years,Male,24.5
2006,80 - 84 years,Female,39.9
2006,85 years and over,Both sexes,47.8
2006,85 years and over,Male,14.8
2006,85 years and over,Female,33.1
2006,All ages,Both sexes,4232.9
2006,All ages,Male,2117.3
2006,All ages,Female,2115.6
2007,0 - 4 years,Both sexes,310.5
2007,0 - 4 years,Male,159.4
2007,0 - 4 years,Female,151.1
2007,0 - 14 years,Both sexes,884.2
2007,0 - 14 years,Male,453.2
2007,0 - 14 years,Female,431.0
2007,5 - 9 years,Both sexes,297.2
2007,5 - 9 years,Male,151.9
2007,5 - 9 years,Female,145.4
2007,10 - 14 years,Both sexes,276.5
2007,10 - 14 years,Male,141.9
2007,10 - 14 years,Female,134.6
2007,15 - 19 years,Both sexes,291.4
2007,15 - 19 years,Male,147.5
2007,15 - 19 years,Female,144.0
2007,15 - 24 years,Both sexes,663.1
2007,15 - 24 years,Male,335.1
2007,15 - 24 years,Female,328.0
2007,15 years and over,Both sexes,3491.7
2007,15 years and over,Male,1738.1
2007,15 years and over,Female,1753.6
2007,20 - 24 years,Both sexes,371.7
2007,20 - 24 years,Male,187.6
2007,20 - 24 years,Female,184.1
2007,25 - 29 years,Both sexes,399.8
2007,25 - 29 years,Male,202.6
2007,25 - 29 years,Female,197.2
2007,25 - 44 years,Both sexes,1404.5
2007,25 - 44 years,Male,713.3
2007,25 - 44 years,Female,691.2
2007,30 - 34 years,Both sexes,361.3
2007,30 - 34 years,Male,184.6
2007,30 - 34 years,Female,176.8
2007,35 - 39 years,Both sexes,335.3
2007,35 - 39 years,Male,171.3
2007,35 - 39 years,Female,164.0
2007,40 - 44 years,Both sexes,308.1
2007,40 - 44 years,Male,154.9
2007,40 - 44 years,Female,153.2
2007,45 - 49 years,Both sexes,281.2
2007,45 - 49 years,Male,141.2
2007,45 - 49 years,Female,140.1
2007,45 - 64 years,Both sexes,953.0
2007,45 - 64 years,Male,479.9
2007,45 - 64 years,Female,473.1
2007,50 - 54 years,Both sexes,253.2
2007,50 - 54 years,Male,127.4
2007,50 - 54 years,Female,125.8
2007,55 - 59 years,Both sexes,227.9
2007,55 - 59 years,Male,115.2
2007,55 - 59 years,Female,112.7
2007,60 - 64 years,Both sexes,190.7
2007,60 - 64 years,Male,96.1
2007,60 - 64 years,Female,94.5
2007,65 - 69 years,Both sexes,144.1
2007,65 - 69 years,Male,71.9
2007,65 - 69 years,Female,72.2
2007,65 years and over,Both sexes,471.0
2007,65 years and over,Male,209.8
2007,65 years and over,Female,261.2
2007,70 - 74 years,Both sexes,119.5
2007,70 - 74 years,Male,56.9
2007,70 - 74 years,Female,62.6
2007,75 - 79 years,Both sexes,92.5
2007,75 - 79 years,Male,40.8
2007,75 - 79 years,Female,51.6
2007,80 - 84 years,Both sexes,65.6
2007,80 - 84 years,Male,25.0
2007,80 - 84 years,Female,40.5
2007,85 years and over,Both sexes,49.4
2007,85 years and over,Male,15.2
2007,85 years and over,Female,34.2
2007,All ages,Both sexes,4375.8
2007,All ages,Male,2191.3
2007,All ages,Female,2184.6
2008,0 - 4 years,Both sexes,324.0
2008,0 - 4 years,Male,165.9
2008,0 - 4 years,Female,158.1
2008,0 - 14 years,Both sexes,913.4
2008,0 - 14 years,Male,467.5
2008,0 - 14 years,Female,445.9
2008,5 - 9 years,Both sexes,306.2
2008,5 - 9 years,Male,156.3
2008,5 - 9 years,Female,150.0
2008,10 - 14 years,Both sexes,283.1
2008,10 - 14 years,Male,145.3
2008,10 - 14 years,Female,137.9
2008,15 - 19 years,Both sexes,295.6
2008,15 - 19 years,Male,149.6
2008,15 - 19 years,Female,146.0
2008,15 - 24 years,Both sexes,669.2
2008,15 - 24 years,Male,336.1
2008,15 - 24 years,Female,333.1
2008,15 years and over,Both sexes,3571.9
2008,15 years and over,Male,1771.1
2008,15 years and over,Female,1800.6
2008,20 - 24 years,Both sexes,373.6
2008,20 - 24 years,Male,186.5
2008,20 - 24 years,Female,187.1
2008,25 - 29 years,Both sexes,408.3
2008,25 - 29 years,Male,204.7
2008,25 - 29 years,Female,203.6
2008,25 - 44 years,Both sexes,1439.9
2008,25 - 44 years,Male,726.6
2008,25 - 44 years,Female,713.3
2008,30 - 34 years,Both sexes,369.5
2008,30 - 34 years,Male,186.9
2008,30 - 34 years,Female,182.6
2008,35 - 39 years,Both sexes,348.6
2008,35 - 39 years,Male,177.6
2008,35 - 39 years,Female,171.0
2008,40 - 44 years,Both sexes,313.6
2008,40 - 44 years,Male,157.5
2008,40 - 44 years,Female,156.1
2008,45 - 49 years,Both sexes,288.5
2008,45 - 49 years,Male,144.5
2008,45 - 49 years,Female,143.9
2008,45 - 64 years,Both sexes,978.8
2008,45 - 64 years,Male,492.2
2008,45 - 64 years,Female,486.6
2008,50 - 54 years,Both sexes,258.0
2008,50 - 54 years,Male,129.5
2008,50 - 54 years,Female,128.5
2008,55 - 59 years,Both sexes,232.6
2008,55 - 59 years,Male,117.3
2008,55 - 59 years,Female,115.3
2008,60 - 64 years,Both sexes,199.8
2008,60 - 64 years,Male,101.0
2008,60 - 64 years,Female,98.8
2008,65 - 69 years,Both sexes,149.8
2008,65 - 69 years,Male,74.4
2008,65 - 69 years,Female,75.4
2008,65 years and over,Both sexes,483.7
2008,65 years and over,Male,216.2
2008,65 years and over,Female,267.6
2008,70 - 74 years,Both sexes,121.7
2008,70 - 74 years,Male,58.1
2008,70 - 74 years,Female,63.6
2008,75 - 79 years,Both sexes,94.5
2008,75 - 79 years,Male,42.4
2008,75 - 79 years,Female,52.1
2008,80 - 84 years,Both sexes,65.9
2008,80 - 84 years,Male,25.3
2008,80 - 84 years,Female,40.5
2008,85 years and over,Both sexes,51.9
2008,85 years and over,Male,15.9
2008,85 years and over,Female,36.0
2008,All ages,Both sexes,4485.1
2008,All ages,Male,2238.6
2008,All ages,Female,2246.5
2009,0 - 4 years,Both sexes,335.2
2009,0 - 4 years,Male,171.4
2009,0 - 4 years,Female,163.8
2009,0 - 14 years,Both sexes,936.4
2009,0 - 14 years,Male,479.2
2009,0 - 14 years,Female,457.2
2009,5 - 9 years,Both sexes,310.7
2009,5 - 9 years,Male,158.5
2009,5 - 9 years,Female,152.2
2009,10 - 14 years,Both sexes,290.5
2009,10 - 14 years,Male,149.2
2009,10 - 14 years,Female,141.2
2009,15 - 19 years,Both sexes,294.3
2009,15 - 19 years,Male,150.3
2009,15 - 19 years,Female,143.9
2009,15 - 24 years,Both sexes,648.7
2009,15 - 24 years,Male,323.9
2009,15 - 24 years,Female,324.8
2009,15 years and over,Both sexes,3597.0
2009,15 years and over,Male,1778.1
2009,15 years and over,Female,1818.9
2009,20 - 24 years,Both sexes,354.4
2009,20 - 24 years,Male,173.5
2009,20 - 24 years,Female,180.9
2009,25 - 29 years,Both sexes,400.6
2009,25 - 29 years,Male,198.4
2009,25 - 29 years,Female,202.1
2009,25 - 44 years,Both sexes,1448.1
2009,25 - 44 years,Male,726.3
2009,25 - 44 years,Female,721.8
2009,30 - 34 years,Both sexes,374.5
2009,30 - 34 years,Male,188.1
2009,30 - 34 years,Female,186.4
2009,35 - 39 years,Both sexes,356.3
2009,35 - 39 years,Male,180.3
2009,35 - 39 years,Female,176.0
2009,40 - 44 years,Both sexes,316.7
2009,40 - 44 years,Male,159.5
2009,40 - 44 years,Female,157.3
2009,45 - 49 years,Both sexes,295.6
2009,45 - 49 years,Male,147.9
2009,45 - 49 years,Female,147.7
2009,45 - 64 years,Both sexes,1001.3
2009,45 - 64 years,Male,503.2
2009,45 - 64 years,Female,498.2
2009,50 - 54 years,Both sexes,262.3
2009,50 - 54 years,Male,131.6
2009,50 - 54 years,Female,130.7
2009,55 - 59 years,Both sexes,235.7
2009,55 - 59 years,Male,118.7
2009,55 - 59 years,Female,117.0
2009,60 - 64 years,Both sexes,207.7
2009,60 - 64 years,Male,104.9
2009,60 - 64 years,Female,102.8
2009,65 - 69 years,Both sexes,156.6
2009,65 - 69 years,Male,78.0
2009,65 - 69 years,Female,78.6
2009,65 years and over,Both sexes,498.9
2009,65 years and over,Male,224.8
2009,65 years and over,Female,274.1
2009,70 - 74 years,Both sexes,124.6
2009,70 - 74 years,Male,59.8
2009,70 - 74 years,Female,64.8
2009,75 - 79 years,Both sexes,96.8
2009,75 - 79 years,Male,43.9
2009,75 - 79 years,Female,52.9
2009,80 - 84 years,Both sexes,66.9
2009,80 - 84 years,Male,26.3
2009,80 - 84 years,Female,40.6
2009,85 years and over,Both sexes,54.0
2009,85 years and over,Male,16.8
2009,85 years and over,Female,37.2
2009,All ages,Both sexes,4533.4
2009,All ages,Male,2257.3
2009,All ages,Female,2276.1
2010,0 - 4 years,Both sexes,347.0
2010,0 - 4 years,Male,177.6
2010,0 - 4 years,Female,169.4
2010,0 - 14 years,Both sexes,957.7
2010,0 - 14 years,Male,490.5
2010,0 - 14 years,Female,467.2
2010,5 - 9 years,Both sexes,314.6
2010,5 - 9 years,Male,160.8
2010,5 - 9 years,Female,153.8
2010,10 - 14 years,Both sexes,296.1
2010,10 - 14 years,Male,152.1
2010,10 - 14 years,Female,144.0
2010,15 - 19 years,Both sexes,289.4
2010,15 - 19 years,Male,147.7
2010,15 - 19 years,Female,141.7
2010,15 - 24 years,Both sexes,615.7
2010,15 - 24 years,Male,307.8
2010,15 - 24 years,Female,307.9
2010,15 years and over,Both sexes,3596.9
2010,15 years and over,Male,1771.7
2010,15 years and over,Female,1825.4
2010,20 - 24 years,Both sexes,326.3
2010,20 - 24 years,Male,160.1
2010,20 - 24 years,Female,166.2
2010,25 - 29 years,Both sexes,381.6
2010,25 - 29 years,Male,186.1
2010,25 - 29 years,Female,195.6
2010,25 - 44 years,Both sexes,1444.3
2010,25 - 44 years,Male,719.1
2010,25 - 44 years,Female,725.2
2010,30 - 34 years,Both sexes,381.2
2010,30 - 34 years,Male,189.8
2010,30 - 34 years,Female,191.4
2010,35 - 39 years,Both sexes,359.7
2010,35 - 39 years,Male,181.0
2010,35 - 39 years,Female,178.7
2010,40 - 44 years,Both sexes,321.8
2010,40 - 44 years,Male,162.2
2010,40 - 44 years,Female,159.6
2010,45 - 49 years,Both sexes,300.9
2010,45 - 49 years,Male,149.8
2010,45 - 49 years,Female,151.1
2010,45 - 64 years,Both sexes,1021.9
2010,45 - 64 years,Male,511.4
2010,45 - 64 years,Female,510.5
2010,50 - 54 years,Both sexes,267.4
2010,50 - 54 years,Male,133.7
2010,50 - 54 years,Female,133.7
2010,55 - 59 years,Both sexes,239.6
2010,55 - 59 years,Male,120.3
2010,55 - 59 years,Female,119.3
2010,60 - 64 years,Both sexes,214.0
2010,60 - 64 years,Male,107.6
2010,60 - 64 years,Female,106.4
2010,65 - 69 years,Both sexes,163.5
2010,65 - 69 years,Male,81.5
2010,65 - 69 years,Female,82.0
2010,65 years and over,Both sexes,515.1
2010,65 years and over,Male,233.4
2010,65 years and over,Female,281.7
2010,70 - 74 years,Both sexes,127.9
2010,70 - 74 years,Male,61.8
2010,70 - 74 years,Female,66.2
2010,75 - 79 years,Both sexes,99.1
2010,75 - 79 years,Male,45.1
2010,75 - 79 years,Female,54.0
2010,80 - 84 years,Both sexes,68.4
2010,80 - 84 years,Male,27.3
2010,80 - 84 years,Female,41.0
2010,85 years and over,Both sexes,56.1
2010,85 years and over,Male,17.7
2010,85 years and over,Female,38.5
2010,All ages,Both sexes,4554.8
2010,All ages,Male,2262.2
2010,All ages,Female,2292.6
2011,0 - 4 years,Both sexes,356.0
2011,0 - 4 years,Male,182.0
2011,0 - 4 years,Female,174.1
2011,0 - 14 years,Both sexes,976.7
2011,0 - 14 years,Male,499.9
2011,0 - 14 years,Female,476.8
2011,5 - 9 years,Both sexes,319.6
2011,5 - 9 years,Male,163.5
2011,5 - 9 years,Female,156.2
2011,10 - 14 years,Both sexes,301.0
2011,10 - 14 years,Male,154.5
2011,10 - 14 years,Female,146.6
2011,15 - 19 years,Both sexes,281.0
2011,15 - 19 years,Male,143.7
2011,15 - 19 years,Female,137.4
2011,15 - 24 years,Both sexes,579.6
2011,15 - 24 years,Male,292.3
2011,15 - 24 years,Female,287.3
2011,15 years and over,Both sexes,3598.2
2011,15 years and over,Male,1770.6
2011,15 years and over,Female,1827.6
2011,20 - 24 years,Both sexes,298.6
2011,20 - 24 years,Male,148.6
2011,20 - 24 years,Female,149.9
2011,25 - 29 years,Both sexes,362.9
2011,25 - 29 years,Male,175.1
2011,25 - 29 years,Female,187.8
2011,25 - 44 years,Both sexes,1448.7
2011,25 - 44 years,Male,717.8
2011,25 - 44 years,Female,730.8
2011,30 - 34 years,Both sexes,393.4
2011,30 - 34 years,Male,194.9
2011,30 - 34 years,Female,198.5
2011,35 - 39 years,Both sexes,363.1
2011,35 - 39 years,Male,181.9
2011,35 - 39 years,Female,181.2
2011,40 - 44 years,Both sexes,329.3
2011,40 - 44 years,Male,165.9
2011,40 - 44 years,Female,163.4
2011,45 - 49 years,Both sexes,304.1
2011,45 - 49 years,Male,151.3
2011,45 - 49 years,Female,152.9
2011,45 - 64 years,Both sexes,1038.3
2011,45 - 64 years,Male,518.9
2011,45 - 64 years,Female,519.5
2011,50 - 54 years,Both sexes,273.7
2011,50 - 54 years,Male,136.7
2011,50 - 54 years,Female,137.1
2011,55 - 59 years,Both sexes,243.4
2011,55 - 59 years,Male,121.8
2011,55 - 59 years,Female,121.6
2011,60 - 64 years,Both sexes,217.1
2011,60 - 64 years,Male,109.2
2011,60 - 64 years,Female,107.9
2011,65 - 69 years,Both sexes,172.1
2011,65 - 69 years,Male,85.6
2011,65 - 69 years,Female,86.5
2011,65 years and over,Both sexes,531.6
2011,65 years and over,Male,241.6
2011,65 years and over,Female,290.0
2011,70 - 74 years,Both sexes,130.1
2011,70 - 74 years,Male,62.9
2011,70 - 74 years,Female,67.2
2011,75 - 79 years,Both sexes,101.4
2011,75 - 79 years,Male,46.3
2011,75 - 79 years,Female,55.0
2011,80 - 84 years,Both sexes,69.8
2011,80 - 84 years,Male,28.3
2011,80 - 84 years,Female,41.5
2011,85 years and over,Both sexes,58.2
2011,85 years and over,Male,18.4
2011,85 years and over,Female,39.8
2011,All ages,Both sexes,4574.9
2011,All ages,Male,2270.5
2011,All ages,Female,2304.4
2012,0 - 4 years,Both sexes,358.2
2012,0 - 4 years,Male,182.7
2012,0 - 4 years,Female,175.4
2012,0 - 14 years,Both sexes,988.0
2012,0 - 14 years,Male,505.4
2012,0 - 14 years,Female,482.6
2012,5 - 9 years,Both sexes,325.3
2012,5 - 9 years,Male,166.4
2012,5 - 9 years,Female,159.0
2012,10 - 14 years,Both sexes,304.5
2012,10 - 14 years,Male,156.3
2012,10 - 14 years,Female,148.3
2012,15 - 19 years,Both sexes,281.5
2012,15 - 19 years,Male,144.3
2012,15 - 19 years,Female,137.2
2012,15 - 24 years,Both sexes,566.6
2012,15 - 24 years,Male,285.8
2012,15 - 24 years,Female,280.7
2012,15 years and over,Both sexes,3605.7
2012,15 years and over,Male,1769.6
2012,15 years and over,Female,1836.0
2012,20 - 24 years,Both sexes,285.1
2012,20 - 24 years,Male,141.5
2012,20 - 24 years,Female,143.6
2012,25 - 29 years,Both sexes,341.5
2012,25 - 29 years,Male,163.4
2012,25 - 29 years,Female,178.1
2012,25 - 44 years,Both sexes,1435.3
2012,25 - 44 years,Male,707.0
2012,25 - 44 years,Female,728.4
2012,30 - 34 years,Both sexes,394.0
2012,30 - 34 years,Male,193.3
2012,30 - 34 years,Female,200.8
2012,35 - 39 years,Both sexes,365.2
2012,35 - 39 years,Male,182.3
2012,35 - 39 years,Female,182.9
2012,40 - 44 years,Both sexes,334.6
2012,40 - 44 years,Male,168.0
2012,40 - 44 years,Female,166.6
2012,45 - 49 years,Both sexes,307.7
2012,45 - 49 years,Male,153.0
2012,45 - 49 years,Female,154.7
2012,45 - 64 years,Both sexes,1053.8
2012,45 - 64 years,Male,525.2
2012,45 - 64 years,Female,528.6
2012,50 - 54 years,Both sexes,278.2
2012,50 - 54 years,Male,138.3
2012,50 - 54 years,Female,139.9
2012,55 - 59 years,Both sexes,248.0
2012,55 - 59 years,Male,123.8
2012,55 - 59 years,Female,124.2
2012,60 - 64 years,Both sexes,219.9
2012,60 - 64 years,Male,110.1
2012,60 - 64 years,Female,109.8
2012,65 - 69 years,Both sexes,181.6
2012,65 - 69 years,Male,90.6
2012,65 - 69 years,Female,91.0
2012,65 years and over,Both sexes,550.1
2012,65 years and over,Male,251.7
2012,65 years and over,Female,298.4
2012,70 - 74 years,Both sexes,133.1
2012,70 - 74 years,Male,64.6
2012,70 - 74 years,Female,68.5
2012,75 - 79 years,Both sexes,103.9
2012,75 - 79 years,Male,47.8
2012,75 - 79 years,Female,56.1
2012,80 - 84 years,Both sexes,71.5
2012,80 - 84 years,Male,29.6
2012,80 - 84 years,Female,41.9
2012,85 years and over,Both sexes,59.8
2012,85 years and over,Male,19.0
2012,85 years and over,Female,40.8
2012,All ages,Both sexes,4593.7
2012,All ages,Male,2275.0
2012,All ages,Female,2318.7
2013,0 - 4 years,Both sexes,353.0
2013,0 - 4 years,Male,180.0
2013,0 - 4 years,Female,173.1
2013,0 - 14 years,Both sexes,993.9
2013,0 - 14 years,Male,507.8
2013,0 - 14 years,Female,486.2
2013,5 - 9 years,Both sexes,333.0
2013,5 - 9 years,Male,170.7
2013,5 - 9 years,Female,162.3
2013,10 - 14 years,Both sexes,307.9
2013,10 - 14 years,Male,157.1
2013,10 - 14 years,Female,150.8
2013,15 - 19 years,Both sexes,284.4
2013,15 - 19 years,Male,145.9
2013,15 - 19 years,Female,138.5
2013,15 - 24 years,Both sexes,563.3
2013,15 - 24 years,Male,286.0
2013,15 - 24 years,Female,277.3
2013,15 years and over,Both sexes,3620.8
2013,15 years and over,Male,1778.4
2013,15 years and over,Female,1842.4
2013,20 - 24 years,Both sexes,278.9
2013,20 - 24 years,Male,140.1
2013,20 - 24 years,Female,138.8
2013,25 - 29 years,Both sexes,321.8
2013,25 - 29 years,Male,154.7
2013,25 - 29 years,Female,167.1
2013,25 - 44 years,Both sexes,1421.1
2013,25 - 44 years,Male,699.0
2013,25 - 44 years,Female,722.1
2013,30 - 34 years,Both sexes,391.4
2013,30 - 34 years,Male,190.7
2013,30 - 34 years,Female,200.6
2013,35 - 39 years,Both sexes,366.8
2013,35 - 39 years,Male,182.7
2013,35 - 39 years,Female,184.2
2013,40 - 44 years,Both sexes,341.0
2013,40 - 44 years,Male,170.9
2013,40 - 44 years,Female,170.1
2013,45 - 49 years,Both sexes,310.1
2013,45 - 49 years,Male,154.4
2013,45 - 49 years,Female,155.7
2013,45 - 64 years,Both sexes,1067.2
2013,45 - 64 years,Male,531.7
2013,45 - 64 years,Female,535.5
2013,50 - 54 years,Both sexes,282.8
2013,50 - 54 years,Male,140.6
2013,50 - 54 years,Female,142.2
2013,55 - 59 years,Both sexes,251.1
2013,55 - 59 years,Male,125.1
2013,55 - 59 years,Female,126.0
2013,60 - 64 years,Both sexes,223.2
2013,60 - 64 years,Male,111.5
2013,60 - 64 years,Female,111.7
2013,65 - 69 years,Both sexes,190.0
2013,65 - 69 years,Male,94.9
2013,65 - 69 years,Female,95.1
2013,65 years and over,Both sexes,569.2
2013,65 years and over,Male,261.7
2013,65 years and over,Female,307.5
2013,70 - 74 years,Both sexes,138.7
2013,70 - 74 years,Male,67.4
2013,70 - 74 years,Female,71.3
2013,75 - 79 years,Both sexes,106.4
2013,75 - 79 years,Male,49.2
2013,75 - 79 years,Female,57.2
2013,80 - 84 years,Both sexes,73.4
2013,80 - 84 years,Male,30.8
2013,80 - 84 years,Female,42.5
2013,85 years and over,Both sexes,60.7
2013,85 years and over,Male,19.3
2013,85 years and over,Female,41.4
2013,All ages,Both sexes,4614.7
2013,All ages,Male,2286.1
2013,All ages,Female,2328.5
2014,0 - 4 years,Both sexes,345.4
2014,0 - 4 years,Male,176.0
2014,0 - 4 years,Female,169.3
2014,0 - 14 years,Both sexes,997.5
2014,0 - 14 years,Male,509.6
2014,0 - 14 years,Female,487.9
2014,5 - 9 years,Both sexes,342.1
2014,5 - 9 years,Male,175.1
2014,5 - 9 years,Female,167.0
2014,10 - 14 years,Both sexes,310.1
2014,10 - 14 years,Male,158.4
2014,10 - 14 years,Female,151.6
2014,15 - 19 years,Both sexes,290.6
2014,15 - 19 years,Male,149.1
2014,15 - 19 years,Female,141.4
2014,15 - 24 years,Both sexes,567.2
2014,15 - 24 years,Male,288.5
2014,15 - 24 years,Female,278.7
2014,15 years and over,Both sexes,3647.9
2014,15 years and over,Male,1789.5
2014,15 years and over,Female,1858.5
2014,20 - 24 years,Both sexes,276.6
2014,20 - 24 years,Male,139.4
2014,20 - 24 years,Female,137.3
2014,25 - 29 years,Both sexes,305.9
2014,25 - 29 years,Male,147.2
2014,25 - 29 years,Female,158.7
2014,25 - 44 years,Both sexes,1407.3
2014,25 - 44 years,Male,688.8
2014,25 - 44 years,Female,718.5
2014,30 - 34 years,Both sexes,382.5
2014,30 - 34 years,Male,184.9
2014,30 - 34 years,Female,197.6
2014,35 - 39 years,Both sexes,371.6
2014,35 - 39 years,Male,183.8
2014,35 - 39 years,Female,187.8
2014,40 - 44 years,Both sexes,347.4
2014,40 - 44 years,Male,172.9
2014,40 - 44 years,Female,174.4
2014,45 - 49 years,Both sexes,312.6
2014,45 - 49 years,Male,156.1
2014,45 - 49 years,Female,156.5
2014,45 - 64 years,Both sexes,1083.9
2014,45 - 64 years,Male,539.6
2014,45 - 64 years,Female,544.3
2014,50 - 54 years,Both sexes,289.2
2014,50 - 54 years,Male,143.4
2014,50 - 54 years,Female,145.8
2014,55 - 59 years,Both sexes,255.7
2014,55 - 59 years,Male,127.2
2014,55 - 59 years,Female,128.5
2014,60 - 64 years,Both sexes,226.4
2014,60 - 64 years,Male,112.9
2014,60 - 64 years,Female,113.4
2014,65 - 69 years,Both sexes,197.2
2014,65 - 69 years,Male,98.5
2014,65 - 69 years,Female,98.7
2014,65 years and over,Both sexes,589.5
2014,65 years and over,Male,272.5
2014,65 years and over,Female,317.0
2014,70 - 74 years,Both sexes,144.4
2014,70 - 74 years,Male,70.4
2014,70 - 74 years,Female,74.0
2014,75 - 79 years,Both sexes,109.1
2014,75 - 79 years,Male,50.7
2014,75 - 79 years,Female,58.4
2014,80 - 84 years,Both sexes,76.1
2014,80 - 84 years,Male,32.6
2014,80 - 84 years,Female,43.5
2014,85 years and over,Both sexes,62.7
2014,85 years and over,Male,20.3
2014,85 years and over,Female,42.4
2014,All ages,Both sexes,4645.4
2014,All ages,Male,2299.0
2014,All ages,Female,2346.4
2015,0 - 4 years,Both sexes,337.9
2015,0 - 4 years,Male,172.4
2015,0 - 4 years,Female,165.6
2015,0 - 14 years,Both sexes,1001.7
2015,0 - 14 years,Male,511.8
2015,0 - 14 years,Female,490.0
2015,5 - 9 years,Both sexes,349.3
2015,5 - 9 years,Male,178.5
2015,5 - 9 years,Female,170.8
2015,10 - 14 years,Both sexes,314.4
2015,10 - 14 years,Male,160.9
2015,10 - 14 years,Female,153.6
2015,15 - 19 years,Both sexes,296.1
2015,15 - 19 years,Male,152.0
2015,15 - 19 years,Female,144.1
2015,15 - 24 years,Both sexes,571.6
2015,15 - 24 years,Male,291.9
2015,15 - 24 years,Female,279.7
2015,15 years and over,Both sexes,3686.1
2015,15 years and over,Male,1806.0
2015,15 years and over,Female,1880.1
2015,20 - 24 years,Both sexes,275.5
2015,20 - 24 years,Male,139.9
2015,20 - 24 years,Female,135.6
2015,25 - 29 years,Both sexes,298.7
2015,25 - 29 years,Male,143.7
2015,25 - 29 years,Female,155.0
2015,25 - 44 years,Both sexes,1400.6
2015,25 - 44 years,Male,682.5
2015,25 - 44 years,Female,718.1
2015,30 - 34 years,Both sexes,369.2
2015,30 - 34 years,Male,177.0
2015,30 - 34 years,Female,192.2
2015,35 - 39 years,Both sexes,379.8
2015,35 - 39 years,Male,186.9
2015,35 - 39 years,Female,192.9
2015,40 - 44 years,Both sexes,353.0
2015,40 - 44 years,Male,175.0
2015,40 - 44 years,Female,178.0
2015,45 - 49 years,Both sexes,317.0
2015,45 - 49 years,Male,158.4
2015,45 - 49 years,Female,158.6
2015,45 - 64 years,Both sexes,1103.6
