,year,age_group,sex,migration,value
1476,2014,15 - 24 years,Both sexes,Net migration,0.0
1477,2014,15 - 24 years,Both sexes,Emigrants: All destinations,21.8
1478,2014,15 - 24 years,Both sexes,Immigrants: All origins,21.8
1479,2014,15 - 24 years,Male,Net migration,-0.6
1480,2014,15 - 24 years,Male,Emigrants: All destinations,10.9
1481,2014,15 - 24 years,Male,Immigrants: All origins,10.3
1482,2014,15 - 24 years,Female,Net migration,0.6
1483,2014,15 - 24 years,Female,Emigrants: All destinations,10.9
1484,2014,15 - 24 years,Female,Immigrants: All origins,11.5
1485,2014,25 - 44 years,Both sexes,Net migration,-5.9
1486,2014,25 - 44 years,Both sexes,Emigrants: All destinations,37.4
1487,2014,25 - 44 years,Both sexes,Immigrants: All origins,31.6
1488,2014,25 - 44 years,Male,Net migration,-5.3
1489,2014,25 - 44 years,Male,Emigrants: All destinations,20.3
1490,2014,25 - 44 years,Male,Immigrants: All origins,15.0
1491,2014,25 - 44 years,Female,Net migration,-0.5
1492,2014,25 - 44 years,Female,Emigrants: All destinations,17.1
1493,2014,25 - 44 years,Female,Immigrants: All origins,16.6
1494,2014,45 - 64 years,Both sexes,Net migration,-0.1
1495,2014,45 - 64 years,Both sexes,Emigrants: All destinations,3.3
1496,2014,45 - 64 years,Both sexes,Immigrants: All origins,3.2
1497,2014,45 - 64 years,Male,Net migration,-0.5
1498,2014,45 - 64 years,Male,Emigrants: All destinations,1.9
1499,2014,45 - 64 years,Male,Immigrants: All origins,1.4
1500,2014,45 - 64 years,Female,Net migration,0.4
1501,2014,45 - 64 years,Female,Emigrants: All destinations,1.4
1502,2014,45 - 64 years,Female,Immigrants: All origins,1.8
1503,2014,65 years and over,Both sexes,Net migration,1.1
1504,2014,65 years and over,Both sexes,Emigrants: All destinations,2.2
1505,2014,65 years and over,Both sexes,Immigrants: All origins,3.4
1506,2014,65 years and over,Male,Net migration,0.8
1507,2014,65 years and over,Male,Emigrants: All destinations,0.8
1508,2014,65 years and over,Male,Immigrants: All origins,1.6
1509,2014,65 years and over,Female,Net migration,0.3
1510,2014,65 years and over,Female,Emigrants: All destinations,1.5
1511,2014,65 years and over,Female,Immigrants: All origins,1.8
1512,2015,All ages,Both sexes,Net migration,5.9
1513,2015,All ages,Both sexes,Emigrants: All destinations,70.0
1514,2015,All ages,Both sexes,Immigrants: All origins,75.9
1515,2015,All ages,Male,Net migration,-0.1
1516,2015,All ages,Male,Emigrants: All destinations,35.8
1517,2015,All ages,Male,Immigrants: All origins,35.7
1518,2015,All ages,Female,Net migration,6.0
1519,2015,All ages,Female,Emigrants: All destinations,34.1
1520,2015,All ages,Female,Immigrants: All origins,40.2
1521,2015,0 - 14 years,Both sexes,Net migration,-1.6
1522,2015,0 - 14 years,Both sexes,Emigrants: All destinations,11.4
1523,2015,0 - 14 years,Both sexes,Immigrants: All origins,9.8
1524,2015,0 - 14 years,Male,Net migration,-0.8
1525,2015,0 - 14 years,Male,Emigrants: All destinations,6.0
1526,2015,0 - 14 years,Male,Immigrants: All origins,5.1
1527,2015,0 - 14 years,Female,Net migration,-0.8
1528,2015,0 - 14 years,Female,Emigrants: All destinations,5.5
1529,2015,0 - 14 years,Female,Immigrants: All origins,4.7
1530,2015,15 - 24 years,Both sexes,Net migration,1.1
1531,2015,15 - 24 years,Both sexes,Emigrants: All destinations,17.3
1532,2015,15 - 24 years,Both sexes,Immigrants: All origins,18.3
1533,2015,15 - 24 years,Male,Net migration,0.8
1534,2015,15 - 24 years,Male,Emigrants: All destinations,6.5
1535,2015,15 - 24 years,Male,Immigrants: All origins,7.4
1536,2015,15 - 24 years,Female,Net migration,0.3
1537,2015,15 - 24 years,Female,Emigrants: All destinations,10.7
1538,2015,15 - 24 years,Female,Immigrants: All origins,11.0
1539,2015,25 - 44 years,Both sexes,Net migration,4.5
1540,2015,25 - 44 years,Both sexes,Emigrants: All destinations,35.5
1541,2015,25 - 44 years,Both sexes,Immigrants: All origins,40.0
1542,2015,25 - 44 years,Male,Net migration,-0.3
1543,2015,25 - 44 years,Male,Emigrants: All destinations,19.6
1544,2015,25 - 44 years,Male,Immigrants: All origins,19.4
1545,2015,25 - 44 years,Female,Net migration,4.8
1546,2015,25 - 44 years,Female,Emigrants: All destinations,15.8
1547,2015,25 - 44 years,Female,Immigrants: All origins,20.6
1548,2015,45 - 64 years,Both sexes,Net migration,-0.2
1549,2015,45 - 64 years,Both sexes,Emigrants: All destinations,4.3
1550,2015,45 - 64 years,Both sexes,Immigrants: All origins,4.1
1551,2015,45 - 64 years,Male,Net migration,-0.7
1552,2015,45 - 64 years,Male,Emigrants: All destinations,2.9
1553,2015,45 - 64 years,Male,Immigrants: All origins,2.2
1554,2015,45 - 64 years,Female,Net migration,0.5
1555,2015,45 - 64 years,Female,Emigrants: All destinations,1.4
1556,2015,45 - 64 years,Female,Immigrants: All origins,2.0
1557,2015,65 years and over,Both sexes,Net migration,2.1
1558,2015,65 years and over,Both sexes,Emigrants: All destinations,1.5
1559,2015,65 years and over,Both sexes,Immigrants: All origins,3.6
1560,2015,65 years and over,Male,Net migration,0.9
1561,2015,65 years and over,Male,Emigrants: All destinations,0.8
1562,2015,65 years and over,Male,Immigrants: All origins,1.7
1563,2015,65 years and over,Female,Net migration,1.2
1564,2015,65 years and over,Female,Emigrants: All destinations,0.7
1565,2015,65 years and over,Female,Immigrants: All origins,1.9
1566,2016,All ages,Both sexes,Net migration,16.2
1567,2016,All ages,Both sexes,Emigrants: All destinations,66.2
1568,2016,All ages,Both sexes,Immigrants: All origins,82.3
1569,2016,All ages,Male,Net migration,10.1
1570,2016,All ages,Male,Emigrants: All destinations,31.0
1571,2016,All ages,Male,Immigrants: All origins,41.2
1572,2016,All ages,Female,Net migration,6.0
1573,2016,All ages,Female,Emigrants: All destinations,35.1
1574,2016,All ages,Female,Immigrants: All origins,41.2
1575,2016,0 - 14 years,Both sexes,Net migration,-0.3
1576,2016,0 - 14 years,Both sexes,Emigrants: All destinations,10.2
1577,2016,0 - 14 years,Both sexes,Immigrants: All origins,9.9
1578,2016,0 - 14 years,Male,Net migration,0.3
1579,2016,0 - 14 years,Male,Emigrants: All destinations,4.7
1580,2016,0 - 14 years,Male,Immigrants: All origins,5.0
1581,2016,0 - 14 years,Female,Net migration,-0.6
1582,2016,0 - 14 years,Female,Emigrants: All destinations,5.5
1583,2016,0 - 14 years,Female,Immigrants: All origins,4.9
1584,2016,15 - 24 years,Both sexes,Net migration,-0.1
1585,2016,15 - 24 years,Both sexes,Emigrants: All destinations,18.3
1586,2016,15 - 24 years,Both sexes,Immigrants: All origins,18.2
1587,2016,15 - 24 years,Male,Net migration,-1.5
1588,2016,15 - 24 years,Male,Emigrants: All destinations,9.5
1589,2016,15 - 24 years,Male,Immigrants: All origins,8.0
1590,2016,15 - 24 years,Female,Net migration,1.4
1591,2016,15 - 24 years,Female,Emigrants: All destinations,8.8
1592,2016,15 - 24 years,Female,Immigrants: All origins,10.2
1593,2016,25 - 44 years,Both sexes,Net migration,13.5
1594,2016,25 - 44 years,Both sexes,Emigrants: All destinations,31.3
1595,2016,25 - 44 years,Both sexes,Immigrants: All origins,44.7
1596,2016,25 - 44 years,Male,Net migration,9.2
1597,2016,25 - 44 years,Male,Emigrants: All destinations,13.9
1598,2016,25 - 44 years,Male,Immigrants: All origins,23.1
1599,2016,25 - 44 years,Female,Net migration,4.3
1600,2016,25 - 44 years,Female,Emigrants: All destinations,17.4
1601,2016,25 - 44 years,Female,Immigrants: All origins,21.6
1602,2016,45 - 64 years,Both sexes,Net migration,2.5
1603,2016,45 - 64 years,Both sexes,Emigrants: All destinations,4.6
1604,2016,45 - 64 years,Both sexes,Immigrants: All origins,7.1
1605,2016,45 - 64 years,Male,Net migration,1.8
1606,2016,45 - 64 years,Male,Emigrants: All destinations,2.2
1607,2016,45 - 64 years,Male,Immigrants: All origins,4.0
1608,2016,45 - 64 years,Female,Net migration,0.7
1609,2016,45 - 64 years,Female,Emigrants: All destinations,2.4
1610,2016,45 - 64 years,Female,Immigrants: All origins,3.1
1611,2016,65 years and over,Both sexes,Net migration,0.7
1612,2016,65 years and over,Both sexes,Emigrants: All destinations,1.7
1613,2016,65 years and over,Both sexes,Immigrants: All origins,2.4
1614,2016,65 years and over,Male,Net migration,0.4
1615,2016,65 years and over,Male,Emigrants: All destinations,0.7
1616,2016,65 years and over,Male,Immigrants: All origins,1.1
1617,2016,65 years and over,Female,Net migration,0.3
1618,2016,65 years and over,Female,Emigrants: All destinations,1.0
1619,2016,65 years and over,Female,Immigrants: All origins,1.3
1620,2017,All ages,Both sexes,Net migration,39.2
1621,2017,All ages,Both sexes,Emigrants: All destinations,56.1
1622,2017,All ages,Both sexes,Immigrants: All origins,95.3
1623,2017,All ages,Male,Net migration,17.7
1624,2017,All ages,Male,Emigrants: All destinations,29.5
1625,2017,All ages,Male,Immigrants: All origins,47.3
1626,2017,All ages,Female,Net migration,21.4
1627,2017,All ages,Female,Emigrants: All destinations,26.6
1628,2017,All ages,Female,Immigrants: All origins,48.0
1629,2017,0 - 14 years,Both sexes,Net migration,4.4
1630,2017,0 - 14 years,Both sexes,Emigrants: All destinations,6.0
1631,2017,0 - 14 years,Both sexes,Immigrants: All origins,10.4
1632,2017,0 - 14 years,Male,Net migration,1.8
1633,2017,0 - 14 years,Male,Emigrants: All destinations,3.1
1634,2017,0 - 14 years,Male,Immigrants: All origins,4.9
1635,2017,0 - 14 years,Female,Net migration,2.7
1636,2017,0 - 14 years,Female,Emigrants: All destinations,2.9
1637,2017,0 - 14 years,Female,Immigrants: All origins,5.5
1638,2017,15 - 24 years,Both sexes,Net migration,4.6
1639,2017,15 - 24 years,Both sexes,Emigrants: All destinations,14.9
1640,2017,15 - 24 years,Both sexes,Immigrants: All origins,19.5
1641,2017,15 - 24 years,Male,Net migration,1.9
1642,2017,15 - 24 years,Male,Emigrants: All destinations,7.2
1643,2017,15 - 24 years,Male,Immigrants: All origins,9.1
1644,2017,15 - 24 years,Female,Net migration,2.8
1645,2017,15 - 24 years,Female,Emigrants: All destinations,7.6
1646,2017,15 - 24 years,Female,Immigrants: All origins,10.4
1647,2017,25 - 44 years,Both sexes,Net migration,18.0
1648,2017,25 - 44 years,Both sexes,Emigrants: All destinations,31.2
1649,2017,25 - 44 years,Both sexes,Immigrants: All origins,49.2
1650,2017,25 - 44 years,Male,Net migration,8.6
1651,2017,25 - 44 years,Male,Emigrants: All destinations,16.6
1652,2017,25 - 44 years,Male,Immigrants: All origins,25.1
1653,2017,25 - 44 years,Female,Net migration,9.4
1654,2017,25 - 44 years,Female,Emigrants: All destinations,14.7
1655,2017,25 - 44 years,Female,Immigrants: All origins,24.1
1656,2017,45 - 64 years,Both sexes,Net migration,8.7
1657,2017,45 - 64 years,Both sexes,Emigrants: All destinations,2.8
1658,2017,45 - 64 years,Both sexes,Immigrants: All origins,11.5
1659,2017,45 - 64 years,Male,Net migration,3.9
1660,2017,45 - 64 years,Male,Emigrants: All destinations,1.9
1661,2017,45 - 64 years,Male,Immigrants: All origins,5.9
1662,2017,45 - 64 years,Female,Net migration,4.8
1663,2017,45 - 64 years,Female,Emigrants: All destinations,0.9
1664,2017,45 - 64 years,Female,Immigrants: All origins,5.7
1665,2017,65 years and over,Both sexes,Net migration,3.4
1666,2017,65 years and over,Both sexes,Emigrants: All destinations,1.2
1667,2017,65 years and over,Both sexes,Immigrants: All origins,4.6
1668,2017,65 years and over,Male,Net migration,1.6
1669,2017,65 years and over,Male,Emigrants: All destinations,0.7
1670,2017,65 years and over,Male,Immigrants: All origins,2.3
1671,2017,65 years and over,Female,Net migration,1.8
1672,2017,65 years and over,Female,Emigrants: All destinations,0.5
1673,2017,65 years and over,Female,Immigrants: All origins,2.3
1674,2018,All ages,Both sexes,Net migration,44.4
1675,2018,All ages,Both sexes,Emigrants: All destinations,51.6
1676,2018,All ages,Both sexes,Immigrants: All origins,96.0
1677,2018,All ages,Male,Net migration,23.3
1678,2018,All ages,Male,Emigrants: All destinations,24.0
1679,2018,All ages,Male,Immigrants: All origins,47.3
1680,2018,All ages,Female,Net migration,21.1
1681,2018,All ages,Female,Emigrants: All destinations,27.6
1682,2018,All ages,Female,Immigrants: All origins,48.7
1683,2018,0 - 14 years,Both sexes,Net migration,6.4
1684,2018,0 - 14 years,Both sexes,Emigrants: All destinations,5.3
1685,2018,0 - 14 years,Both sexes,Immigrants: All origins,11.6
1686,2018,0 - 14 years,Male,Net migration,3.7
1687,2018,0 - 14 years,Male,Emigrants: All destinations,2.2
1688,2018,0 - 14 years,Male,Immigrants: All origins,5.9
1689,2018,0 - 14 years,Female,Net migration,2.7
1690,2018,0 - 14 years,Female,Emigrants: All destinations,3.0
1691,2018,0 - 14 years,Female,Immigrants: All origins,5.7
1692,2018,15 - 24 years,Both sexes,Net migration,12.9
1693,2018,15 - 24 years,Both sexes,Emigrants: All destinations,11.8
1694,2018,15 - 24 years,Both sexes,Immigrants: All origins,24.7
1695,2018,15 - 24 years,Male,Net migration,6.6
1696,2018,15 - 24 years,Male,Emigrants: All destinations,5.2
1697,2018,15 - 24 years,Male,Immigrants: All origins,11.7
1698,2018,15 - 24 years,Female,Net migration,6.4
1699,2018,15 - 24 years,Female,Emigrants: All destinations,6.6
1700,2018,15 - 24 years,Female,Immigrants: All origins,12.9
1701,2018,25 - 44 years,Both sexes,Net migration,18.9
1702,2018,25 - 44 years,Both sexes,Emigrants: All destinations,26.7
1703,2018,25 - 44 years,Both sexes,Immigrants: All origins,45.5
1704,2018,25 - 44 years,Male,Net migration,9.6
1705,2018,25 - 44 years,Male,Emigrants: All destinations,12.9
1706,2018,25 - 44 years,Male,Immigrants: All origins,22.5
1707,2018,25 - 44 years,Female,Net migration,9.3
1708,2018,25 - 44 years,Female,Emigrants: All destinations,13.8
1709,2018,25 - 44 years,Female,Immigrants: All origins,23.1
1710,2018,45 - 64 years,Both sexes,Net migration,3.0
1711,2018,45 - 64 years,Both sexes,Emigrants: All destinations,6.5
1712,2018,45 - 64 years,Both sexes,Immigrants: All origins,9.5
1713,2018,45 - 64 years,Male,Net migration,1.7
1714,2018,45 - 64 years,Male,Emigrants: All destinations,3.1
1715,2018,45 - 64 years,Male,Immigrants: All origins,4.8
1716,2018,45 - 64 years,Female,Net migration,1.2
1717,2018,45 - 64 years,Female,Emigrants: All destinations,3.5
1718,2018,45 - 64 years,Female,Immigrants: All origins,4.7
1719,2018,65 years and over,Both sexes,Net migration,3.2
1720,2018,65 years and over,Both sexes,Emigrants: All destinations,1.4
1721,2018,65 years and over,Both sexes,Immigrants: All origins,4.7
1722,2018,65 years and over,Male,Net migration,1.8
1723,2018,65 years and over,Male,Emigrants: All destinations,0.7
1724,2018,65 years and over,Male,Immigrants: All origins,2.4
1725,2018,65 years and over,Female,Net migration,1.5
1726,2018,65 years and over,Female,Emigrants: All destinations,0.8
1727,2018,65 years and over,Female,Immigrants: All origins,2.2
1728,2019,All ages,Both sexes,Net migration,44.0
1729,2019,All ages,Both sexes,Emigrants: All destinations,53.1
1730,2019,All ages,Both sexes,Immigrants: All origins,97.1
1731,2019,All ages,Male,Net migration,22.1
1732,2019,All ages,Male,Emigrants: All destinations,26.9
1733,2019,All ages,Male,Immigrants: All origins,49.0
1734,2019,All ages,Female,Net migration,21.9
1735,2019,All ages,Female,Emigrants: All destinations,26.2
1736,2019,All ages,Female,Immigrants: All origins,48.1
1737,2019,0 - 14 years,Both sexes,Net migration,5.7
1738,2019,0 - 14 years,Both sexes,Emigrants: All destinations,5.3
1739,2019,0 - 14 years,Both sexes,Immigrants: All origins,11.1
1740,2019,0 - 14 years,Male,Net migration,3.8
1741,2019,0 - 14 years,Male,Emigrants: All destinations,2.5
1742,2019,0 - 14 years,Male,Immigrants: All origins,6.3
1743,2019,0 - 14 years,Female,Net migration,1.9
1744,2019,0 - 14 years,Female,Emigrants: All destinations,2.9
1745,2019,0 - 14 years,Female,Immigrants: All origins,4.8
1746,2019,15 - 24 years,Both sexes,Net migration,5.1
1747,2019,15 - 24 years,Both sexes,Emigrants: All destinations,17.2
1748,2019,15 - 24 years,Both sexes,Immigrants: All origins,22.2
1749,2019,15 - 24 years,Male,Net migration,1.2
1750,2019,15 - 24 years,Male,Emigrants: All destinations,8.5
1751,2019,15 - 24 years,Male,Immigrants: All origins,9.7
1752,2019,15 - 24 years,Female,Net migration,3.9
1753,2019,15 - 24 years,Female,Emigrants: All destinations,8.7
1754,2019,15 - 24 years,Female,Immigrants: All origins,12.5
1755,2019,25 - 44 years,Both sexes,Net migration,23.0
1756,2019,25 - 44 years,Both sexes,Emigrants: All destinations,25.8
1757,2019,25 - 44 years,Both sexes,Immigrants: All origins,48.8
1758,2019,25 - 44 years,Male,Net migration,11.9
1759,2019,25 - 44 years,Male,Emigrants: All destinations,13.9
1760,2019,25 - 44 years,Male,Immigrants: All origins,25.8
1761,2019,25 - 44 years,Female,Net migration,11.1
1762,2019,25 - 44 years,Female,Emigrants: All destinations,12.0
1763,2019,25 - 44 years,Female,Immigrants: All origins,23.1
1764,2019,45 - 64 years,Both sexes,Net migration,7.4
1765,2019,45 - 64 years,Both sexes,Emigrants: All destinations,3.4
1766,2019,45 - 64 years,Both sexes,Immigrants: All origins,10.8
1767,2019,45 - 64 years,Male,Net migration,4.0
1768,2019,45 - 64 years,Male,Emigrants: All destinations,1.6
1769,2019,45 - 64 years,Male,Immigrants: All origins,5.5
1770,2019,45 - 64 years,Female,Net migration,3.4
1771,2019,45 - 64 years,Female,Emigrants: All destinations,1.9
1772,2019,45 - 64 years,Female,Immigrants: All origins,5.3
1773,2019,65 years and over,Both sexes,Net migration,2.8
1774,2019,65 years and over,Both sexes,Emigrants: All destinations,1.4
1775,2019,65 years and over,Both sexes,Immigrants: All origins,4.2
1776,2019,65 years and over,Male,Net migration,1.2
1777,2019,65 years and over,Male,Emigrants: All destinations,0.5
1778,2019,65 years and over,Male,Immigrants: All origins,1.8
1779,2019,65 years and over,Female,Net migration,1.6
1780,2019,65 years and over,Female,Emigrants: All destinations,0.8
1781,2019,65 years and over,Female,Immigrants: All origins,2.5
1782,2020,All ages,Both sexes,Net migration,44.7
1783,2020,All ages,Both sexes,Emigrants: All destinations,50.9
1784,2020,All ages,Both sexes,Immigrants: All origins,95.6
1785,2020,All ages,Male,Net migration,21.5
1786,2020,All ages,Male,Emigrants: All destinations,25.4
1787,2020,All ages,Male,Immigrants: All origins,46.9
1788,2020,All ages,Female,Net migration,23.2
1789,2020,All ages,Female,Emigrants: All destinations,25.5
1790,2020,All ages,Female,Immigrants: All origins,48.7
1791,2020,0 - 14 years,Both sexes,Net migration,4.0
1792,2020,0 - 14 years,Both sexes,Emigrants: All destinations,6.6
1793,2020,0 - 14 years,Both sexes,Immigrants: All origins,10.6
1794,2020,0 - 14 years,Male,Net migration,2.6
1795,2020,0 - 14 years,Male,Emigrants: All destinations,2.9
1796,2020,0 - 14 years,Male,Immigrants: All origins,5.5
1797,2020,0 - 14 years,Female,Net migration,1.4
1798,2020,0 - 14 years,Female,Emigrants: All destinations,3.8
1799,2020,0 - 14 years,Female,Immigrants: All origins,5.1
1800,2020,15 - 24 years,Both sexes,Net migration,6.6
1801,2020,15 - 24 years,Both sexes,Emigrants: All destinations,15.4
1802,2020,15 - 24 years,Both sexes,Immigrants: All origins,22.0
1803,2020,15 - 24 years,Male,Net migration,3.2
1804,2020,15 - 24 years,Male,Emigrants: All destinations,6.6
1805,2020,15 - 24 years,Male,Immigrants: All origins,9.8
1806,2020,15 - 24 years,Female,Net migration,3.5
1807,2020,15 - 24 years,Female,Emigrants: All destinations,8.8
1808,2020,15 - 24 years,Female,Immigrants: All origins,12.2
1809,2020,25 - 44 years,Both sexes,Net migration,25.0
1810,2020,25 - 44 years,Both sexes,Emigrants: All destinations,26.0
1811,2020,25 - 44 years,Both sexes,Immigrants: All origins,51.0
1812,2020,25 - 44 years,Male,Net migration,12.0
1813,2020,25 - 44 years,Male,Emigrants: All destinations,14.0
1814,2020,25 - 44 years,Male,Immigrants: All origins,25.9
1815,2020,25 - 44 years,Female,Net migration,13.0
1816,2020,25 - 44 years,Female,Emigrants: All destinations,12.0
1817,2020,25 - 44 years,Female,Immigrants: All origins,25.1
1818,2020,45 - 64 years,Both sexes,Net migration,6.9
1819,2020,45 - 64 years,Both sexes,Emigrants: All destinations,2.4
1820,2020,45 - 64 years,Both sexes,Immigrants: All origins,9.3
1821,2020,45 - 64 years,Male,Net migration,2.4
1822,2020,45 - 64 years,Male,Emigrants: All destinations,1.8
1823,2020,45 - 64 years,Male,Immigrants: All origins,4.2
1824,2020,45 - 64 years,Female,Net migration,4.5
1825,2020,45 - 64 years,Female,Emigrants: All destinations,0.7
1826,2020,45 - 64 years,Female,Immigrants: All origins,5.1
1827,2020,65 years and over,Both sexes,Net migration,2.2
1828,2020,65 years and over,Both sexes,Emigrants: All destinations,0.4
1829,2020,65 years and over,Both sexes,Immigrants: All origins,2.7
1830,2020,65 years and over,Male,Net migration,1.4
1831,2020,65 years and over,Male,Emigrants: All destinations,0.2
1832,2020,65 years and over,Male,Immigrants: All origins,1.5
1833,2020,65 years and over,Female,Net migration,0.9
1834,2020,65 years and over,Female,Emigrants: All destinations,0.3
1835,2020,65 years and over,Female,Immigrants: All origins,1.1
1836,2021,All ages,Both sexes,Net migration,21.8
1837,2021,All ages,Both sexes,Emigrants: All destinations,52.3
1838,2021,All ages,Both sexes,Immigrants: All origins,74.1
1839,2021,All ages,Male,Net migration,10.8
1840,2021,All ages,Male,Emigrants: All destinations,25.4
1841,2021,All ages,Male,Immigrants: All origins,36.2
1842,2021,All ages,Female,Net migration,11.0
1843,2021,All ages,Female,Emigrants: All destinations,26.9
1844,2021,All ages,Female,Immigrants: All origins,37.9
1845,2021,0 - 14 years,Both sexes,Net migration,2.8
1846,2021,0 - 14 years,Both sexes,Emigrants: All destinations,4.7
1847,2021,0 - 14 years,Both sexes,Immigrants: All origins,7.5
1848,2021,0 - 14 years,Male,Net migration,0.6
1849,2021,0 - 14 years,Male,Emigrants: All destinations,2.7
1850,2021,0 - 14 years,Male,Immigrants: All origins,3.3
1851,2021,0 - 14 years,Female,Net migration,2.2
1852,2021,0 - 14 years,Female,Emigrants: All destinations,2.0
1853,2021,0 - 14 years,Female,Immigrants: All origins,4.2
1854,2021,15 - 24 years,Both sexes,Net migration,-5.4
1855,2021,15 - 24 years,Both sexes,Emigrants: All destinations,19.1
1856,2021,15 - 24 years,Both sexes,Immigrants: All origins,13.7
1857,2021,15 - 24 years,Male,Net migration,-2.9
1858,2021,15 - 24 years,Male,Emigrants: All destinations,8.9
1859,2021,15 - 24 years,Male,Immigrants: All origins,6.0
1860,2021,15 - 24 years,Female,Net migration,-2.4
1861,2021,15 - 24 years,Female,Emigrants: All destinations,10.2
1862,2021,15 - 24 years,Female,Immigrants: All origins,7.7
1863,2021,25 - 44 years,Both sexes,Net migration,19.6
1864,2021,25 - 44 years,Both sexes,Emigrants: All destinations,19.8
1865,2021,25 - 44 years,Both sexes,Immigrants: All origins,39.4
1866,2021,25 - 44 years,Male,Net migration,7.9
1867,2021,25 - 44 years,Male,Emigrants: All destinations,10.3
1868,2021,25 - 44 years,Male,Immigrants: All origins,18.1
1869,2021,25 - 44 years,Female,Net migration,11.7
1870,2021,25 - 44 years,Female,Emigrants: All destinations,9.5
1871,2021,25 - 44 years,Female,Immigrants: All origins,21.2
1872,2021,45 - 64 years,Both sexes,Net migration,4.8
1873,2021,45 - 64 years,Both sexes,Emigrants: All destinations,5.6
1874,2021,45 - 64 years,Both sexes,Immigrants: All origins,10.4
1875,2021,45 - 64 years,Male,Net migration,5.1
1876,2021,45 - 64 years,Male,Emigrants: All destinations,2.1
1877,2021,45 - 64 years,Male,Immigrants: All origins,7.1
1878,2021,45 - 64 years,Female,Net migration,-0.3
1879,2021,45 - 64 years,Female,Emigrants: All destinations,3.5
1880,2021,45 - 64 years,Female,Immigrants: All origins,3.2
1881,2021,65 years and over,Both sexes,Net migration,0.0
1882,2021,65 years and over,Both sexes,Emigrants: All destinations,3.2
1883,2021,65 years and over,Both sexes,Immigrants: All origins,3.1
1884,2021,65 years and over,Male,Net migration,0.2
1885,2021,65 years and over,Male,Emigrants: All destinations,1.4
1886,2021,65 years and over,Male,Immigrants: All origins,1.6
1887,2021,65 years and over,Female,Net migration,-0.2
1888,2021,65 years and over,Female,Emigrants: All destinations,1.8
1889,2021,65 years and over,Female,Immigrants: All origins,1.6
1890,2022,All ages,Both sexes,Net migration,51.7
1891,2022,All ages,Both sexes,Emigrants: All destinations,56.1
1892,2022,All ages,Both sexes,Immigrants: All origins,107.8
1893,2022,All ages,Male,Net migration,19.6
1894,2022,All ages,Male,Emigrants: All destinations,29.6
1895,2022,All ages,Male,Immigrants: All origins,49.2
1896,2022,All ages,Female,Net migration,32.1
1897,2022,All ages,Female,Emigrants: All destinations,26.5
1898,2022,All ages,Female,Immigrants: All origins,58.6
1899,2022,0 - 14 years,Both sexes,Net migration,13.0
1900,2022,0 - 14 years,Both sexes,Emigrants: All destinations,3.4
1901,2022,0 - 14 years,Both sexes,Immigrants: All origins,16.4
1902,2022,0 - 14 years,Male,Net migration,6.3
1903,2022,0 - 14 years,Male,Emigrants: All destinations,2.1
1904,2022,0 - 14 years,Male,Immigrants: All origins,8.4
1905,2022,0 - 14 years,Female,Net migration,6.7
1906,2022,0 - 14 years,Female,Emigrants: All destinations,1.3
1907,2022,0 - 14 years,Female,Immigrants: All origins,8.0
1908,2022,15 - 24 years,Both sexes,Net migration,-0.1
1909,2022,15 - 24 years,Both sexes,Emigrants: All destinations,21.1
1910,2022,15 - 24 years,Both sexes,Immigrants: All origins,20.9
1911,2022,15 - 24 years,Male,Net migration,-0.9
1912,2022,15 - 24 years,Male,Emigrants: All destinations,10.0
1913,2022,15 - 24 years,Male,Immigrants: All origins,9.1
1914,2022,15 - 24 years,Female,Net migration,0.7
1915,2022,15 - 24 years,Female,Emigrants: All destinations,11.0
1916,2022,15 - 24 years,Female,Immigrants: All origins,11.8
1917,2022,25 - 44 years,Both sexes,Net migration,32.2
1918,2022,25 - 44 years,Both sexes,Emigrants: All destinations,21.5
1919,2022,25 - 44 years,Both sexes,Immigrants: All origins,53.8
1920,2022,25 - 44 years,Male,Net migration,11.4
1921,2022,25 - 44 years,Male,Emigrants: All destinations,13.0
1922,2022,25 - 44 years,Male,Immigrants: All origins,24.4
1923,2022,25 - 44 years,Female,Net migration,20.8
1924,2022,25 - 44 years,Female,Emigrants: All destinations,8.6
1925,2022,25 - 44 years,Female,Immigrants: All origins,29.3
1926,2022,45 - 64 years,Both sexes,Net migration,5.3
1927,2022,45 - 64 years,Both sexes,Emigrants: All destinations,7.4
1928,2022,45 - 64 years,Both sexes,Immigrants: All origins,12.7
1929,2022,45 - 64 years,Male,Net migration,2.3
1930,2022,45 - 64 years,Male,Emigrants: All destinations,3.3
1931,2022,45 - 64 years,Male,Immigrants: All origins,5.6
1932,2022,45 - 64 years,Female,Net migration,3.0
1933,2022,45 - 64 years,Female,Emigrants: All destinations,4.1
1934,2022,45 - 64 years,Female,Immigrants: All origins,7.1
1935,2022,65 years and over,Both sexes,Net migration,1.4
1936,2022,65 years and over,Both sexes,Emigrants: All destinations,2.6
1937,2022,65 years and over,Both sexes,Immigrants: All origins,4.1
1938,2022,65 years and over,Male,Net migration,0.5
1939,2022,65 years and over,Male,Emigrants: All destinations,1.1
1940,2022,65 years and over,Male,Immigrants: All origins,1.7
1941,2022,65 years and over,Female,Net migration,0.9
1942,2022,65 years and over,Female,Emigrants: All destinations,1.5
1943,2022,65 years and over,Female,Immigrants: All origins,2.4
1944,2023,All ages,Both sexes,Net migration,77.7
1945,2023,All ages,Both sexes,Emigrants: All destinations,64.0
