,year,country,sex,endpoint,value
1420,2006,All countries,Female,Emigrants: All destinations,17.3
1421,2006,All countries,Female,Immigrants: All origins,47.5
1422,2006,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,7.8
1423,2006,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.7
1424,2006,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,13.5
1425,2006,EU14 excl Irl (UK & Ireland),Male,Net migration,4.4
1426,2006,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.4
1427,2006,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,6.8
1428,2006,EU14 excl Irl (UK & Ireland),Female,Net migration,3.4
1429,2006,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.3
1430,2006,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,6.7
1431,2006,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,47.0
1432,2006,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,2.3
1433,2006,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,49.3
1434,2006,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,29.5
1435,2006,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,1.0
1436,2006,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,30.5
1437,2006,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,17.4
1438,2006,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,1.4
1439,2006,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,18.8
1440,2007,United Kingdom (1),Both sexes,Net migration,7.1
1441,2007,United Kingdom (1),Both sexes,Emigrants: All destinations,11.1
1442,2007,United Kingdom (1),Both sexes,Immigrants: All origins,18.2
1443,2007,United Kingdom (1),Male,Net migration,4.2
1444,2007,United Kingdom (1),Male,Emigrants: All destinations,5.3
1445,2007,United Kingdom (1),Male,Immigrants: All origins,9.5
1446,2007,United Kingdom (1),Female,Net migration,2.8
1447,2007,United Kingdom (1),Female,Emigrants: All destinations,5.9
1448,2007,United Kingdom (1),Female,Immigrants: All origins,8.7
1449,2007,United States,Both sexes,Net migration,2.2
1450,2007,United States,Both sexes,Emigrants: All destinations,3.1
1451,2007,United States,Both sexes,Immigrants: All origins,5.3
1452,2007,United States,Male,Net migration,0.7
1453,2007,United States,Male,Emigrants: All destinations,1.8
1454,2007,United States,Male,Immigrants: All origins,2.5
1455,2007,United States,Female,Net migration,1.4
1456,2007,United States,Female,Emigrants: All destinations,1.4
1457,2007,United States,Female,Immigrants: All origins,2.8
1458,2007,Canada,Both sexes,Net migration,
1459,2007,Canada,Both sexes,Emigrants: All destinations,
1460,2007,Canada,Both sexes,Immigrants: All origins,
1461,2007,Canada,Male,Net migration,
1462,2007,Canada,Male,Emigrants: All destinations,
1463,2007,Canada,Male,Immigrants: All origins,
1464,2007,Canada,Female,Net migration,
1465,2007,Canada,Female,Emigrants: All destinations,
1466,2007,Canada,Female,Immigrants: All origins,
1467,2007,Australia,Both sexes,Net migration,
1468,2007,Australia,Both sexes,Emigrants: All destinations,
1469,2007,Australia,Both sexes,Immigrants: All origins,
1470,2007,Australia,Male,Net migration,
1471,2007,Australia,Male,Emigrants: All destinations,
1472,2007,Australia,Male,Immigrants: All origins,
1473,2007,Australia,Female,Net migration,
1474,2007,Australia,Female,Emigrants: All destinations,
1475,2007,Australia,Female,Immigrants: All origins,
1476,2007,Other countries (23),Both sexes,Net migration,13.9
1477,2007,Other countries (23),Both sexes,Emigrants: All destinations,20.8
1478,2007,Other countries (23),Both sexes,Immigrants: All origins,34.7
1479,2007,Other countries (23),Male,Net migration,5.9
1480,2007,Other countries (23),Male,Emigrants: All destinations,12.5
1481,2007,Other countries (23),Male,Immigrants: All origins,18.4
1482,2007,Other countries (23),Female,Net migration,8.0
1483,2007,Other countries (23),Female,Emigrants: All destinations,8.3
1484,2007,Other countries (23),Female,Immigrants: All origins,16.3
1485,2007,All countries,Both sexes,Net migration,104.8
1486,2007,All countries,Both sexes,Emigrants: All destinations,46.3
1487,2007,All countries,Both sexes,Immigrants: All origins,151.1
1488,2007,All countries,Male,Net migration,54.3
1489,2007,All countries,Male,Emigrants: All destinations,25.7
1490,2007,All countries,Male,Immigrants: All origins,80.0
1491,2007,All countries,Female,Net migration,50.4
1492,2007,All countries,Female,Emigrants: All destinations,20.6
1493,2007,All countries,Female,Immigrants: All origins,71.1
1494,2007,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,16.8
1495,2007,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,3.5
1496,2007,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,20.3
1497,2007,EU14 excl Irl (UK & Ireland),Male,Net migration,7.8
1498,2007,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,1.5
1499,2007,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,9.3
1500,2007,EU14 excl Irl (UK & Ireland),Female,Net migration,8.9
1501,2007,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.1
1502,2007,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,11.0
1503,2007,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,64.9
1504,2007,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,7.7
1505,2007,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,72.6
1506,2007,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,35.6
1507,2007,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,4.7
1508,2007,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,40.3
1509,2007,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,29.3
1510,2007,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,3.0
1511,2007,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,32.3
1512,2008,United Kingdom (1),Both sexes,Net migration,11.8
1513,2008,United Kingdom (1),Both sexes,Emigrants: All destinations,7.6
1514,2008,United Kingdom (1),Both sexes,Immigrants: All origins,19.4
1515,2008,United Kingdom (1),Male,Net migration,6.7
1516,2008,United Kingdom (1),Male,Emigrants: All destinations,3.9
1517,2008,United Kingdom (1),Male,Immigrants: All origins,10.6
1518,2008,United Kingdom (1),Female,Net migration,5.1
1519,2008,United Kingdom (1),Female,Emigrants: All destinations,3.7
1520,2008,United Kingdom (1),Female,Immigrants: All origins,8.8
1521,2008,United States,Both sexes,Net migration,2.6
1522,2008,United States,Both sexes,Emigrants: All destinations,2.4
1523,2008,United States,Both sexes,Immigrants: All origins,5.0
1524,2008,United States,Male,Net migration,0.6
1525,2008,United States,Male,Emigrants: All destinations,1.8
1526,2008,United States,Male,Immigrants: All origins,2.3
1527,2008,United States,Female,Net migration,2.1
1528,2008,United States,Female,Emigrants: All destinations,0.6
1529,2008,United States,Female,Immigrants: All origins,2.7
1530,2008,Canada,Both sexes,Net migration,0.9
1531,2008,Canada,Both sexes,Emigrants: All destinations,1.1
1532,2008,Canada,Both sexes,Immigrants: All origins,2.0
1533,2008,Canada,Male,Net migration,0.0
1534,2008,Canada,Male,Emigrants: All destinations,0.6
1535,2008,Canada,Male,Immigrants: All origins,0.6
1536,2008,Canada,Female,Net migration,0.9
1537,2008,Canada,Female,Emigrants: All destinations,0.5
1538,2008,Canada,Female,Immigrants: All origins,1.4
1539,2008,Australia,Both sexes,Net migration,-3.2
1540,2008,Australia,Both sexes,Emigrants: All destinations,10.4
1541,2008,Australia,Both sexes,Immigrants: All origins,7.1
1542,2008,Australia,Male,Net migration,-3.2
1543,2008,Australia,Male,Emigrants: All destinations,6.5
1544,2008,Australia,Male,Immigrants: All origins,3.3
1545,2008,Australia,Female,Net migration,0.0
1546,2008,Australia,Female,Emigrants: All destinations,3.9
1547,2008,Australia,Female,Immigrants: All origins,3.9
1548,2008,Other countries (23),Both sexes,Net migration,10.2
1549,2008,Other countries (23),Both sexes,Emigrants: All destinations,9.8
1550,2008,Other countries (23),Both sexes,Immigrants: All origins,20.0
1551,2008,Other countries (23),Male,Net migration,3.2
1552,2008,Other countries (23),Male,Emigrants: All destinations,7.1
1553,2008,Other countries (23),Male,Immigrants: All origins,10.3
1554,2008,Other countries (23),Female,Net migration,7.0
1555,2008,Other countries (23),Female,Emigrants: All destinations,2.7
1556,2008,Other countries (23),Female,Immigrants: All origins,9.7
1557,2008,All countries,Both sexes,Net migration,64.3
1558,2008,All countries,Both sexes,Emigrants: All destinations,49.2
1559,2008,All countries,Both sexes,Immigrants: All origins,113.5
1560,2008,All countries,Male,Net migration,24.4
1561,2008,All countries,Male,Emigrants: All destinations,29.6
1562,2008,All countries,Male,Immigrants: All origins,53.9
1563,2008,All countries,Female,Net migration,39.9
1564,2008,All countries,Female,Emigrants: All destinations,19.6
1565,2008,All countries,Female,Immigrants: All origins,59.5
1566,2008,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,6.7
1567,2008,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,7.8
1568,2008,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,14.5
1569,2008,EU14 excl Irl (UK & Ireland),Male,Net migration,2.9
1570,2008,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,3.2
1571,2008,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,6.1
1572,2008,EU14 excl Irl (UK & Ireland),Female,Net migration,3.7
1573,2008,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,4.6
1574,2008,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,8.4
1575,2008,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,35.4
1576,2008,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,10.1
1577,2008,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,45.5
1578,2008,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,14.2
1579,2008,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,6.5
1580,2008,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,20.8
1581,2008,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,21.1
1582,2008,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,3.6
1583,2008,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,24.7
1584,2009,United Kingdom (1),Both sexes,Net migration,0.2
1585,2009,United Kingdom (1),Both sexes,Emigrants: All destinations,13.2
1586,2009,United Kingdom (1),Both sexes,Immigrants: All origins,13.4
1587,2009,United Kingdom (1),Male,Net migration,-0.3
1588,2009,United Kingdom (1),Male,Emigrants: All destinations,8.0
1589,2009,United Kingdom (1),Male,Immigrants: All origins,7.8
1590,2009,United Kingdom (1),Female,Net migration,0.5
1591,2009,United Kingdom (1),Female,Emigrants: All destinations,5.1
1592,2009,United Kingdom (1),Female,Immigrants: All origins,5.6
1593,2009,United States,Both sexes,Net migration,-1.0
1594,2009,United States,Both sexes,Emigrants: All destinations,4.1
1595,2009,United States,Both sexes,Immigrants: All origins,3.0
1596,2009,United States,Male,Net migration,-0.8
1597,2009,United States,Male,Emigrants: All destinations,2.2
1598,2009,United States,Male,Immigrants: All origins,1.5
1599,2009,United States,Female,Net migration,-0.3
1600,2009,United States,Female,Emigrants: All destinations,1.8
1601,2009,United States,Female,Immigrants: All origins,1.5
1602,2009,Canada,Both sexes,Net migration,-0.2
1603,2009,Canada,Both sexes,Emigrants: All destinations,1.1
1604,2009,Canada,Both sexes,Immigrants: All origins,1.0
1605,2009,Canada,Male,Net migration,-0.2
1606,2009,Canada,Male,Emigrants: All destinations,0.6
1607,2009,Canada,Male,Immigrants: All origins,0.4
1608,2009,Canada,Female,Net migration,0.0
1609,2009,Canada,Female,Emigrants: All destinations,0.6
1610,2009,Canada,Female,Immigrants: All origins,0.6
1611,2009,Australia,Both sexes,Net migration,-4.0
1612,2009,Australia,Both sexes,Emigrants: All destinations,11.1
1613,2009,Australia,Both sexes,Immigrants: All origins,7.1
1614,2009,Australia,Male,Net migration,-2.5
1615,2009,Australia,Male,Emigrants: All destinations,6.7
1616,2009,Australia,Male,Immigrants: All origins,4.2
1617,2009,Australia,Female,Net migration,-1.5
1618,2009,Australia,Female,Emigrants: All destinations,4.4
1619,2009,Australia,Female,Immigrants: All origins,2.9
1620,2009,Other countries (23),Both sexes,Net migration,3.6
1621,2009,Other countries (23),Both sexes,Emigrants: All destinations,9.9
1622,2009,Other countries (23),Both sexes,Immigrants: All origins,13.6
1623,2009,Other countries (23),Male,Net migration,2.0
1624,2009,Other countries (23),Male,Emigrants: All destinations,5.4
1625,2009,Other countries (23),Male,Immigrants: All origins,7.4
1626,2009,Other countries (23),Female,Net migration,1.6
1627,2009,Other countries (23),Female,Emigrants: All destinations,4.6
1628,2009,Other countries (23),Female,Immigrants: All origins,6.2
1629,2009,All countries,Both sexes,Net migration,1.6
1630,2009,All countries,Both sexes,Emigrants: All destinations,72.0
1631,2009,All countries,Both sexes,Immigrants: All origins,73.7
1632,2009,All countries,Male,Net migration,-5.1
1633,2009,All countries,Male,Emigrants: All destinations,41.9
1634,2009,All countries,Male,Immigrants: All origins,36.8
1635,2009,All countries,Female,Net migration,6.7
1636,2009,All countries,Female,Emigrants: All destinations,30.1
1637,2009,All countries,Female,Immigrants: All origins,36.8
1638,2009,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,10.7
1639,2009,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,7.4
1640,2009,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,18.1
1641,2009,EU14 excl Irl (UK & Ireland),Male,Net migration,3.3
1642,2009,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,3.0
1643,2009,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,6.3
1644,2009,EU14 excl Irl (UK & Ireland),Female,Net migration,7.4
1645,2009,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,4.4
1646,2009,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,11.8
1647,2009,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,-7.7
1648,2009,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,25.2
1649,2009,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,17.5
1650,2009,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,-6.7
1651,2009,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,16.0
1652,2009,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,9.3
1653,2009,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,-1.0
1654,2009,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,9.2
1655,2009,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,8.2
1656,2010,United Kingdom (1),Both sexes,Net migration,-6.2
1657,2010,United Kingdom (1),Both sexes,Emigrants: All destinations,15.3
1658,2010,United Kingdom (1),Both sexes,Immigrants: All origins,9.1
1659,2010,United Kingdom (1),Male,Net migration,-4.8
1660,2010,United Kingdom (1),Male,Emigrants: All destinations,8.8
1661,2010,United Kingdom (1),Male,Immigrants: All origins,4.0
1662,2010,United Kingdom (1),Female,Net migration,-1.4
1663,2010,United Kingdom (1),Female,Emigrants: All destinations,6.4
1664,2010,United Kingdom (1),Female,Immigrants: All origins,5.1
1665,2010,United States,Both sexes,Net migration,-1.3
1666,2010,United States,Both sexes,Emigrants: All destinations,2.9
1667,2010,United States,Both sexes,Immigrants: All origins,1.7
1668,2010,United States,Male,Net migration,-1.3
1669,2010,United States,Male,Emigrants: All destinations,2.1
1670,2010,United States,Male,Immigrants: All origins,0.8
1671,2010,United States,Female,Net migration,0.0
1672,2010,United States,Female,Emigrants: All destinations,0.8
1673,2010,United States,Female,Immigrants: All origins,0.8
1674,2010,Canada,Both sexes,Net migration,-1.9
1675,2010,Canada,Both sexes,Emigrants: All destinations,2.4
1676,2010,Canada,Both sexes,Immigrants: All origins,0.5
1677,2010,Canada,Male,Net migration,-1.5
1678,2010,Canada,Male,Emigrants: All destinations,1.7
1679,2010,Canada,Male,Immigrants: All origins,0.2
1680,2010,Canada,Female,Net migration,-0.4
1681,2010,Canada,Female,Emigrants: All destinations,0.7
1682,2010,Canada,Female,Immigrants: All origins,0.3
1683,2010,Australia,Both sexes,Net migration,-3.9
1684,2010,Australia,Both sexes,Emigrants: All destinations,10.4
1685,2010,Australia,Both sexes,Immigrants: All origins,6.5
1686,2010,Australia,Male,Net migration,-3.2
1687,2010,Australia,Male,Emigrants: All destinations,6.6
1688,2010,Australia,Male,Immigrants: All origins,3.5
1689,2010,Australia,Female,Net migration,-0.7
1690,2010,Australia,Female,Emigrants: All destinations,3.8
1691,2010,Australia,Female,Immigrants: All origins,3.0
1692,2010,Other countries (23),Both sexes,Net migration,-4.1
1693,2010,Other countries (23),Both sexes,Emigrants: All destinations,11.7
1694,2010,Other countries (23),Both sexes,Immigrants: All origins,7.6
1695,2010,Other countries (23),Male,Net migration,-3.0
1696,2010,Other countries (23),Male,Emigrants: All destinations,6.8
1697,2010,Other countries (23),Male,Immigrants: All origins,3.8
1698,2010,Other countries (23),Female,Net migration,-1.1
1699,2010,Other countries (23),Female,Emigrants: All destinations,4.9
1700,2010,Other countries (23),Female,Immigrants: All origins,3.8
1701,2010,All countries,Both sexes,Net migration,-27.5
1702,2010,All countries,Both sexes,Emigrants: All destinations,69.2
1703,2010,All countries,Both sexes,Immigrants: All origins,41.8
1704,2010,All countries,Male,Net migration,-20.2
1705,2010,All countries,Male,Emigrants: All destinations,40.6
1706,2010,All countries,Male,Immigrants: All origins,20.4
1707,2010,All countries,Female,Net migration,-7.2
1708,2010,All countries,Female,Emigrants: All destinations,28.7
1709,2010,All countries,Female,Immigrants: All origins,21.4
1710,2010,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,-4.1
1711,2010,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,11.9
1712,2010,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,7.8
1713,2010,EU14 excl Irl (UK & Ireland),Male,Net migration,-2.0
1714,2010,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,5.4
1715,2010,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,3.4
1716,2010,EU14 excl Irl (UK & Ireland),Female,Net migration,-2.1
1717,2010,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,6.5
1718,2010,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,4.4
1719,2010,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,-5.9
1720,2010,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,14.6
1721,2010,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,8.7
1722,2010,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,-4.3
1723,2010,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,9.0
1724,2010,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,4.7
1725,2010,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,-1.6
1726,2010,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,5.6
1727,2010,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,4.0
1728,2011,United Kingdom (1),Both sexes,Net migration,-8.1
1729,2011,United Kingdom (1),Both sexes,Emigrants: All destinations,20.0
1730,2011,United Kingdom (1),Both sexes,Immigrants: All origins,11.9
1731,2011,United Kingdom (1),Male,Net migration,-5.2
1732,2011,United Kingdom (1),Male,Emigrants: All destinations,11.1
1733,2011,United Kingdom (1),Male,Immigrants: All origins,5.9
1734,2011,United Kingdom (1),Female,Net migration,-3.0
1735,2011,United Kingdom (1),Female,Emigrants: All destinations,8.9
1736,2011,United Kingdom (1),Female,Immigrants: All origins,6.0
1737,2011,United States,Both sexes,Net migration,-1.4
1738,2011,United States,Both sexes,Emigrants: All destinations,4.7
1739,2011,United States,Both sexes,Immigrants: All origins,3.3
1740,2011,United States,Male,Net migration,-1.1
1741,2011,United States,Male,Emigrants: All destinations,2.6
1742,2011,United States,Male,Immigrants: All origins,1.5
1743,2011,United States,Female,Net migration,-0.3
1744,2011,United States,Female,Emigrants: All destinations,2.1
1745,2011,United States,Female,Immigrants: All origins,1.7
1746,2011,Canada,Both sexes,Net migration,-0.9
1747,2011,Canada,Both sexes,Emigrants: All destinations,2.1
1748,2011,Canada,Both sexes,Immigrants: All origins,1.3
1749,2011,Canada,Male,Net migration,-0.5
1750,2011,Canada,Male,Emigrants: All destinations,1.1
1751,2011,Canada,Male,Immigrants: All origins,0.7
1752,2011,Canada,Female,Net migration,-0.4
1753,2011,Canada,Female,Emigrants: All destinations,1.0
1754,2011,Canada,Female,Immigrants: All origins,0.6
1755,2011,Australia,Both sexes,Net migration,-9.0
1756,2011,Australia,Both sexes,Emigrants: All destinations,13.4
1757,2011,Australia,Both sexes,Immigrants: All origins,4.5
1758,2011,Australia,Male,Net migration,-5.1
1759,2011,Australia,Male,Emigrants: All destinations,7.4
1760,2011,Australia,Male,Immigrants: All origins,2.2
1761,2011,Australia,Female,Net migration,-3.8
1762,2011,Australia,Female,Emigrants: All destinations,6.0
1763,2011,Australia,Female,Immigrants: All origins,2.2
1764,2011,Other countries (23),Both sexes,Net migration,-3.3
1765,2011,Other countries (23),Both sexes,Emigrants: All destinations,16.2
1766,2011,Other countries (23),Both sexes,Immigrants: All origins,12.9
1767,2011,Other countries (23),Male,Net migration,-1.3
1768,2011,Other countries (23),Male,Emigrants: All destinations,7.7
1769,2011,Other countries (23),Male,Immigrants: All origins,6.5
1770,2011,Other countries (23),Female,Net migration,-2.0
1771,2011,Other countries (23),Female,Emigrants: All destinations,8.5
1772,2011,Other countries (23),Female,Immigrants: All origins,6.5
1773,2011,All countries,Both sexes,Net migration,-27.4
1774,2011,All countries,Both sexes,Emigrants: All destinations,80.6
1775,2011,All countries,Both sexes,Immigrants: All origins,53.3
1776,2011,All countries,Male,Net migration,-15.8
1777,2011,All countries,Male,Emigrants: All destinations,41.9
1778,2011,All countries,Male,Immigrants: All origins,26.0
1779,2011,All countries,Female,Net migration,-11.5
1780,2011,All countries,Female,Emigrants: All destinations,38.8
1781,2011,All countries,Female,Immigrants: All origins,27.2
1782,2011,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,-4.2
1783,2011,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,13.9
1784,2011,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,9.7
1785,2011,EU14 excl Irl (UK & Ireland),Male,Net migration,-2.4
1786,2011,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,7.0
1787,2011,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.7
1788,2011,EU14 excl Irl (UK & Ireland),Female,Net migration,-1.8
1789,2011,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,6.8
1790,2011,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,5.0
1791,2011,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,-0.5
1792,2011,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,10.4
1793,2011,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,9.8
1794,2011,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,-0.4
1795,2011,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,4.9
1796,2011,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,4.5
1797,2011,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,-0.2
1798,2011,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,5.4
1799,2011,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,5.3
1800,2012,United Kingdom (1),Both sexes,Net migration,-8.0
1801,2012,United Kingdom (1),Both sexes,Emigrants: All destinations,18.1
1802,2012,United Kingdom (1),Both sexes,Immigrants: All origins,10.1
1803,2012,United Kingdom (1),Male,Net migration,-5.2
1804,2012,United Kingdom (1),Male,Emigrants: All destinations,10.1
1805,2012,United Kingdom (1),Male,Immigrants: All origins,4.9
1806,2012,United Kingdom (1),Female,Net migration,-2.8
1807,2012,United Kingdom (1),Female,Emigrants: All destinations,8.0
1808,2012,United Kingdom (1),Female,Immigrants: All origins,5.1
1809,2012,United States,Both sexes,Net migration,-2.8
1810,2012,United States,Both sexes,Emigrants: All destinations,8.2
1811,2012,United States,Both sexes,Immigrants: All origins,5.3
1812,2012,United States,Male,Net migration,-1.6
1813,2012,United States,Male,Emigrants: All destinations,4.4
1814,2012,United States,Male,Immigrants: All origins,2.8
1815,2012,United States,Female,Net migration,-1.2
1816,2012,United States,Female,Emigrants: All destinations,3.8
1817,2012,United States,Female,Immigrants: All origins,2.6
1818,2012,Canada,Both sexes,Net migration,-1.1
1819,2012,Canada,Both sexes,Emigrants: All destinations,2.8
1820,2012,Canada,Both sexes,Immigrants: All origins,1.7
1821,2012,Canada,Male,Net migration,-0.8
1822,2012,Canada,Male,Emigrants: All destinations,1.8
1823,2012,Canada,Male,Immigrants: All origins,1.0
1824,2012,Canada,Female,Net migration,-0.3
1825,2012,Canada,Female,Emigrants: All destinations,1.1
1826,2012,Canada,Female,Immigrants: All origins,0.7
1827,2012,Australia,Both sexes,Net migration,-12.0
1828,2012,Australia,Both sexes,Emigrants: All destinations,17.4
1829,2012,Australia,Both sexes,Immigrants: All origins,5.4
1830,2012,Australia,Male,Net migration,-7.2
1831,2012,Australia,Male,Emigrants: All destinations,10.2
1832,2012,Australia,Male,Immigrants: All origins,3.1
1833,2012,Australia,Female,Net migration,-4.8
1834,2012,Australia,Female,Emigrants: All destinations,7.1
1835,2012,Australia,Female,Immigrants: All origins,2.3
1836,2012,Other countries (23),Both sexes,Net migration,0.9
1837,2012,Other countries (23),Both sexes,Emigrants: All destinations,13.7
1838,2012,Other countries (23),Both sexes,Immigrants: All origins,14.5
1839,2012,Other countries (23),Male,Net migration,-1.7
1840,2012,Other countries (23),Male,Emigrants: All destinations,8.1
1841,2012,Other countries (23),Male,Immigrants: All origins,6.4
1842,2012,Other countries (23),Female,Net migration,2.6
1843,2012,Other countries (23),Female,Emigrants: All destinations,5.6
1844,2012,Other countries (23),Female,Immigrants: All origins,8.2
1845,2012,All countries,Both sexes,Net migration,-25.7
1846,2012,All countries,Both sexes,Emigrants: All destinations,83.0
1847,2012,All countries,Both sexes,Immigrants: All origins,57.3
1848,2012,All countries,Male,Net migration,-18.4
1849,2012,All countries,Male,Emigrants: All destinations,45.9
1850,2012,All countries,Male,Immigrants: All origins,27.5
1851,2012,All countries,Female,Net migration,-7.3
1852,2012,All countries,Female,Emigrants: All destinations,37.1
1853,2012,All countries,Female,Immigrants: All origins,29.7
1854,2012,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,-3.6
1855,2012,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,13.7
1856,2012,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,10.2
1857,2012,EU14 excl Irl (UK & Ireland),Male,Net migration,-2.5
1858,2012,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,6.7
1859,2012,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.1
1860,2012,EU14 excl Irl (UK & Ireland),Female,Net migration,-1.0
1861,2012,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,7.1
