year,age_group,gender,Inward or Outward Flow,kvalue
2016,25 - 44 years,Female,Immigrants: All origins,21.6
2016,45 - 64 years,Both sexes,Net migration,2.5
2016,45 - 64 years,Both sexes,Emigrants: All destinations,4.6
2016,45 - 64 years,Both sexes,Immigrants: All origins,7.1
2016,45 - 64 years,Male,Net migration,1.8
2016,45 - 64 years,Male,Emigrants: All destinations,2.2
2016,45 - 64 years,Male,Immigrants: All origins,4.0
2016,45 - 64 years,Female,Net migration,0.7
2016,45 - 64 years,Female,Emigrants: All destinations,2.4
2016,45 - 64 years,Female,Immigrants: All origins,3.1
2016,65 years and over,Both sexes,Net migration,0.7
2016,65 years and over,Both sexes,Emigrants: All destinations,1.7
2016,65 years and over,Both sexes,Immigrants: All origins,2.4
2016,65 years and over,Male,Net migration,0.4
2016,65 years and over,Male,Emigrants: All destinations,0.7
2016,65 years and over,Male,Immigrants: All origins,1.1
2016,65 years and over,Female,Net migration,0.3
2016,65 years and over,Female,Emigrants: All destinations,1.0
2016,65 years and over,Female,Immigrants: All origins,1.3
2017,All ages,Both sexes,Net migration,39.2
2017,All ages,Both sexes,Emigrants: All destinations,56.1
2017,All ages,Both sexes,Immigrants: All origins,95.3
2017,All ages,Male,Net migration,17.7
2017,All ages,Male,Emigrants: All destinations,29.5
2017,All ages,Male,Immigrants: All origins,47.3
2017,All ages,Female,Net migration,21.4
2017,All ages,Female,Emigrants: All destinations,26.6
2017,All ages,Female,Immigrants: All origins,48.0
2017,0 - 14 years,Both sexes,Net migration,4.4
2017,0 - 14 years,Both sexes,Emigrants: All destinations,6.0
2017,0 - 14 years,Both sexes,Immigrants: All origins,10.4
2017,0 - 14 years,Male,Net migration,1.8
2017,0 - 14 years,Male,Emigrants: All destinations,3.1
2017,0 - 14 years,Male,Immigrants: All origins,4.9
2017,0 - 14 years,Female,Net migration,2.7
2017,0 - 14 years,Female,Emigrants: All destinations,2.9
2017,0 - 14 years,Female,Immigrants: All origins,5.5
2017,15 - 24 years,Both sexes,Net migration,4.6
2017,15 - 24 years,Both sexes,Emigrants: All destinations,14.9
2017,15 - 24 years,Both sexes,Immigrants: All origins,19.5
2017,15 - 24 years,Male,Net migration,1.9
2017,15 - 24 years,Male,Emigrants: All destinations,7.2
2017,15 - 24 years,Male,Immigrants: All origins,9.1
2017,15 - 24 years,Female,Net migration,2.8
2017,15 - 24 years,Female,Emigrants: All destinations,7.6
2017,15 - 24 years,Female,Immigrants: All origins,10.4
2017,25 - 44 years,Both sexes,Net migration,18.0
2017,25 - 44 years,Both sexes,Emigrants: All destinations,31.2
2017,25 - 44 years,Both sexes,Immigrants: All origins,49.2
2017,25 - 44 years,Male,Net migration,8.6
2017,25 - 44 years,Male,Emigrants: All destinations,16.6
2017,25 - 44 years,Male,Immigrants: All origins,25.1
2017,25 - 44 years,Female,Net migration,9.4
2017,25 - 44 years,Female,Emigrants: All destinations,14.7
2017,25 - 44 years,Female,Immigrants: All origins,24.1
2017,45 - 64 years,Both sexes,Net migration,8.7
2017,45 - 64 years,Both sexes,Emigrants: All destinations,2.8
2017,45 - 64 years,Both sexes,Immigrants: All origins,11.5
2017,45 - 64 years,Male,Net migration,3.9
2017,45 - 64 years,Male,Emigrants: All destinations,1.9
2017,45 - 64 years,Male,Immigrants: All origins,5.9
2017,45 - 64 years,Female,Net migration,4.8
2017,45 - 64 years,Female,Emigrants: All destinations,0.9
2017,45 - 64 years,Female,Immigrants: All origins,5.7
2017,65 years and over,Both sexes,Net migration,3.4
2017,65 years and over,Both sexes,Emigrants: All destinations,1.2
2017,65 years and over,Both sexes,Immigrants: All origins,4.6
2017,65 years and over,Male,Net migration,1.6
2017,65 years and over,Male,Emigrants: All destinations,0.7
2017,65 years and over,Male,Immigrants: All origins,2.3
2017,65 years and over,Female,Net migration,1.8
2017,65 years and over,Female,Emigrants: All destinations,0.5
2017,65 years and over,Female,Immigrants: All origins,2.3
2018,All ages,Both sexes,Net migration,44.4
2018,All ages,Both sexes,Emigrants: All destinations,51.6
2018,All ages,Both sexes,Immigrants: All origins,96.0
2018,All ages,Male,Net migration,23.3
2018,All ages,Male,Emigrants: All destinations,24.0
2018,All ages,Male,Immigrants: All origins,47.3
2018,All ages,Female,Net migration,21.1
2018,All ages,Female,Emigrants: All destinations,27.6
2018,All ages,Female,Immigrants: All origins,48.7
2018,0 - 14 years,Both sexes,Net migration,6.4
2018,0 - 14 years,Both sexes,Emigrants: All destinations,5.3
2018,0 - 14 years,Both sexes,Immigrants: All origins,11.6
2018,0 - 14 years,Male,Net migration,3.7
2018,0 - 14 years,Male,Emigrants: All destinations,2.2
2018,0 - 14 years,Male,Immigrants: All origins,5.9
2018,0 - 14 years,Female,Net migration,2.7
2018,0 - 14 years,Female,Emigrants: All destinations,3.0
2018,0 - 14 years,Female,Immigrants: All origins,5.7
2018,15 - 24 years,Both sexes,Net migration,12.9
2018,15 - 24 years,Both sexes,Emigrants: All destinations,11.8
2018,15 - 24 years,Both sexes,Immigrants: All origins,24.7
2018,15 - 24 years,Male,Net migration,6.6
2018,15 - 24 years,Male,Emigrants: All destinations,5.2
2018,15 - 24 years,Male,Immigrants: All origins,11.7
2018,15 - 24 years,Female,Net migration,6.4
2018,15 - 24 years,Female,Emigrants: All destinations,6.6
2018,15 - 24 years,Female,Immigrants: All origins,12.9
2018,25 - 44 years,Both sexes,Net migration,18.9
2018,25 - 44 years,Both sexes,Emigrants: All destinations,26.7
2018,25 - 44 years,Both sexes,Immigrants: All origins,45.5
2018,25 - 44 years,Male,Net migration,9.6
2018,25 - 44 years,Male,Emigrants: All destinations,12.9
2018,25 - 44 years,Male,Immigrants: All origins,22.5
2018,25 - 44 years,Female,Net migration,9.3
2018,25 - 44 years,Female,Emigrants: All destinations,13.8
2018,25 - 44 years,Female,Immigrants: All origins,23.1
2018,45 - 64 years,Both sexes,Net migration,3.0
2018,45 - 64 years,Both sexes,Emigrants: All destinations,6.5
2018,45 - 64 years,Both sexes,Immigrants: All origins,9.5
2018,45 - 64 years,Male,Net migration,1.7
2018,45 - 64 years,Male,Emigrants: All destinations,3.1
2018,45 - 64 years,Male,Immigrants: All origins,4.8
2018,45 - 64 years,Female,Net migration,1.2
2018,45 - 64 years,Female,Emigrants: All destinations,3.5
2018,45 - 64 years,Female,Immigrants: All origins,4.7
2018,65 years and over,Both sexes,Net migration,3.2
2018,65 years and over,Both sexes,Emigrants: All destinations,1.4
2018,65 years and over,Both sexes,Immigrants: All origins,4.7
2018,65 years and over,Male,Net migration,1.8
2018,65 years and over,Male,Emigrants: All destinations,0.7
2018,65 years and over,Male,Immigrants: All origins,2.4
2018,65 years and over,Female,Net migration,1.5
2018,65 years and over,Female,Emigrants: All destinations,0.8
2018,65 years and over,Female,Immigrants: All origins,2.2
2019,All ages,Both sexes,Net migration,44.0
2019,All ages,Both sexes,Emigrants: All destinations,53.1
2019,All ages,Both sexes,Immigrants: All origins,97.1
2019,All ages,Male,Net migration,22.1
2019,All ages,Male,Emigrants: All destinations,26.9
2019,All ages,Male,Immigrants: All origins,49.0
2019,All ages,Female,Net migration,21.9
2019,All ages,Female,Emigrants: All destinations,26.2
2019,All ages,Female,Immigrants: All origins,48.1
2019,0 - 14 years,Both sexes,Net migration,5.7
2019,0 - 14 years,Both sexes,Emigrants: All destinations,5.3
2019,0 - 14 years,Both sexes,Immigrants: All origins,11.1
2019,0 - 14 years,Male,Net migration,3.8
2019,0 - 14 years,Male,Emigrants: All destinations,2.5
2019,0 - 14 years,Male,Immigrants: All origins,6.3
2019,0 - 14 years,Female,Net migration,1.9
2019,0 - 14 years,Female,Emigrants: All destinations,2.9
2019,0 - 14 years,Female,Immigrants: All origins,4.8
2019,15 - 24 years,Both sexes,Net migration,5.1
2019,15 - 24 years,Both sexes,Emigrants: All destinations,17.2
2019,15 - 24 years,Both sexes,Immigrants: All origins,22.2
2019,15 - 24 years,Male,Net migration,1.2
2019,15 - 24 years,Male,Emigrants: All destinations,8.5
2019,15 - 24 years,Male,Immigrants: All origins,9.7
2019,15 - 24 years,Female,Net migration,3.9
2019,15 - 24 years,Female,Emigrants: All destinations,8.7
2019,15 - 24 years,Female,Immigrants: All origins,12.5
2019,25 - 44 years,Both sexes,Net migration,23.0
2019,25 - 44 years,Both sexes,Emigrants: All destinations,25.8
2019,25 - 44 years,Both sexes,Immigrants: All origins,48.8
2019,25 - 44 years,Male,Net migration,11.9
2019,25 - 44 years,Male,Emigrants: All destinations,13.9
2019,25 - 44 years,Male,Immigrants: All origins,25.8
2019,25 - 44 years,Female,Net migration,11.1
2019,25 - 44 years,Female,Emigrants: All destinations,12.0
2019,25 - 44 years,Female,Immigrants: All origins,23.1
2019,45 - 64 years,Both sexes,Net migration,7.4
2019,45 - 64 years,Both sexes,Emigrants: All destinations,3.4
2019,45 - 64 years,Both sexes,Immigrants: All origins,10.8
2019,45 - 64 years,Male,Net migration,4.0
2019,45 - 64 years,Male,Emigrants: All destinations,1.6
2019,45 - 64 years,Male,Immigrants: All origins,5.5
2019,45 - 64 years,Female,Net migration,3.4
2019,45 - 64 years,Female,Emigrants: All destinations,1.9
2019,45 - 64 years,Female,Immigrants: All origins,5.3
2019,65 years and over,Both sexes,Net migration,2.8
2019,65 years and over,Both sexes,Emigrants: All destinations,1.4
2019,65 years and over,Both sexes,Immigrants: All origins,4.2
2019,65 years and over,Male,Net migration,1.2
2019,65 years and over,Male,Emigrants: All destinations,0.5
2019,65 years and over,Male,Immigrants: All origins,1.8
2019,65 years and over,Female,Net migration,1.6
2019,65 years and over,Female,Emigrants: All destinations,0.8
2019,65 years and over,Female,Immigrants: All origins,2.5
2020,All ages,Both sexes,Net migration,44.7
2020,All ages,Both sexes,Emigrants: All destinations,50.9
2020,All ages,Both sexes,Immigrants: All origins,95.6
2020,All ages,Male,Net migration,21.5
2020,All ages,Male,Emigrants: All destinations,25.4
2020,All ages,Male,Immigrants: All origins,46.9
2020,All ages,Female,Net migration,23.2
2020,All ages,Female,Emigrants: All destinations,25.5
2020,All ages,Female,Immigrants: All origins,48.7
2020,0 - 14 years,Both sexes,Net migration,4.0
2020,0 - 14 years,Both sexes,Emigrants: All destinations,6.6
2020,0 - 14 years,Both sexes,Immigrants: All origins,10.6
2020,0 - 14 years,Male,Net migration,2.6
2020,0 - 14 years,Male,Emigrants: All destinations,2.9
2020,0 - 14 years,Male,Immigrants: All origins,5.5
2020,0 - 14 years,Female,Net migration,1.4
2020,0 - 14 years,Female,Emigrants: All destinations,3.8
2020,0 - 14 years,Female,Immigrants: All origins,5.1
2020,15 - 24 years,Both sexes,Net migration,6.6
2020,15 - 24 years,Both sexes,Emigrants: All destinations,15.4
2020,15 - 24 years,Both sexes,Immigrants: All origins,22.0
2020,15 - 24 years,Male,Net migration,3.2
2020,15 - 24 years,Male,Emigrants: All destinations,6.6
2020,15 - 24 years,Male,Immigrants: All origins,9.8
2020,15 - 24 years,Female,Net migration,3.5
2020,15 - 24 years,Female,Emigrants: All destinations,8.8
2020,15 - 24 years,Female,Immigrants: All origins,12.2
2020,25 - 44 years,Both sexes,Net migration,25.0
2020,25 - 44 years,Both sexes,Emigrants: All destinations,26.0
2020,25 - 44 years,Both sexes,Immigrants: All origins,51.0
2020,25 - 44 years,Male,Net migration,12.0
2020,25 - 44 years,Male,Emigrants: All destinations,14.0
2020,25 - 44 years,Male,Immigrants: All origins,25.9
2020,25 - 44 years,Female,Net migration,13.0
2020,25 - 44 years,Female,Emigrants: All destinations,12.0
2020,25 - 44 years,Female,Immigrants: All origins,25.1
2020,45 - 64 years,Both sexes,Net migration,6.9
2020,45 - 64 years,Both sexes,Emigrants: All destinations,2.4
2020,45 - 64 years,Both sexes,Immigrants: All origins,9.3
2020,45 - 64 years,Male,Net migration,2.4
2020,45 - 64 years,Male,Emigrants: All destinations,1.8
2020,45 - 64 years,Male,Immigrants: All origins,4.2
2020,45 - 64 years,Female,Net migration,4.5
2020,45 - 64 years,Female,Emigrants: All destinations,0.7
2020,45 - 64 years,Female,Immigrants: All origins,5.1
2020,65 years and over,Both sexes,Net migration,2.2
2020,65 years and over,Both sexes,Emigrants: All destinations,0.4
2020,65 years and over,Both sexes,Immigrants: All origins,2.7
2020,65 years and over,Male,Net migration,1.4
2020,65 years and over,Male,Emigrants: All destinations,0.2
2020,65 years and over,Male,Immigrants: All origins,1.5
2020,65 years and over,Female,Net migration,0.9
2020,65 years and over,Female,Emigrants: All destinations,0.3
2020,65 years and over,Female,Immigrants: All origins,1.1
2021,All ages,Both sexes,Net migration,21.8
2021,All ages,Both sexes,Emigrants: All destinations,52.3
2021,All ages,Both sexes,Immigrants: All origins,74.1
2021,All ages,Male,Net migration,10.8
2021,All ages,Male,Emigrants: All destinations,25.4
2021,All ages,Male,Immigrants: All origins,36.2
2021,All ages,Female,Net migration,11.0
2021,All ages,Female,Emigrants: All destinations,26.9
2021,All ages,Female,Immigrants: All origins,37.9
2021,0 - 14 years,Both sexes,Net migration,2.8
2021,0 - 14 years,Both sexes,Emigrants: All destinations,4.7
2021,0 - 14 years,Both sexes,Immigrants: All origins,7.5
2021,0 - 14 years,Male,Net migration,0.6
2021,0 - 14 years,Male,Emigrants: All destinations,2.7
2021,0 - 14 years,Male,Immigrants: All origins,3.3
2021,0 - 14 years,Female,Net migration,2.2
2021,0 - 14 years,Female,Emigrants: All destinations,2.0
2021,0 - 14 years,Female,Immigrants: All origins,4.2
2021,15 - 24 years,Both sexes,Net migration,-5.4
2021,15 - 24 years,Both sexes,Emigrants: All destinations,19.1
2021,15 - 24 years,Both sexes,Immigrants: All origins,13.7
2021,15 - 24 years,Male,Net migration,-2.9
2021,15 - 24 years,Male,Emigrants: All destinations,8.9
2021,15 - 24 years,Male,Immigrants: All origins,6.0
2021,15 - 24 years,Female,Net migration,-2.4
2021,15 - 24 years,Female,Emigrants: All destinations,10.2
2021,15 - 24 years,Female,Immigrants: All origins,7.7
2021,25 - 44 years,Both sexes,Net migration,19.6
2021,25 - 44 years,Both sexes,Emigrants: All destinations,19.8
2021,25 - 44 years,Both sexes,Immigrants: All origins,39.4
2021,25 - 44 years,Male,Net migration,7.9
2021,25 - 44 years,Male,Emigrants: All destinations,10.3
2021,25 - 44 years,Male,Immigrants: All origins,18.1
2021,25 - 44 years,Female,Net migration,11.7
2021,25 - 44 years,Female,Emigrants: All destinations,9.5
2021,25 - 44 years,Female,Immigrants: All origins,21.2
2021,45 - 64 years,Both sexes,Net migration,4.8
2021,45 - 64 years,Both sexes,Emigrants: All destinations,5.6
2021,45 - 64 years,Both sexes,Immigrants: All origins,10.4
2021,45 - 64 years,Male,Net migration,5.1
2021,45 - 64 years,Male,Emigrants: All destinations,2.1
2021,45 - 64 years,Male,Immigrants: All origins,7.1
2021,45 - 64 years,Female,Net migration,-0.3
2021,45 - 64 years,Female,Emigrants: All destinations,3.5
2021,45 - 64 years,Female,Immigrants: All origins,3.2
2021,65 years and over,Both sexes,Net migration,0.0
2021,65 years and over,Both sexes,Emigrants: All destinations,3.2
2021,65 years and over,Both sexes,Immigrants: All origins,3.1
2021,65 years and over,Male,Net migration,0.2
2021,65 years and over,Male,Emigrants: All destinations,1.4
2021,65 years and over,Male,Immigrants: All origins,1.6
2021,65 years and over,Female,Net migration,-0.2
2021,65 years and over,Female,Emigrants: All destinations,1.8
2021,65 years and over,Female,Immigrants: All origins,1.6
2022,All ages,Both sexes,Net migration,51.7
2022,All ages,Both sexes,Emigrants: All destinations,56.1
2022,All ages,Both sexes,Immigrants: All origins,107.8
2022,All ages,Male,Net migration,19.6
2022,All ages,Male,Emigrants: All destinations,29.6
2022,All ages,Male,Immigrants: All origins,49.2
2022,All ages,Female,Net migration,32.1
2022,All ages,Female,Emigrants: All destinations,26.5
2022,All ages,Female,Immigrants: All origins,58.6
2022,0 - 14 years,Both sexes,Net migration,13.0
2022,0 - 14 years,Both sexes,Emigrants: All destinations,3.4
2022,0 - 14 years,Both sexes,Immigrants: All origins,16.4
2022,0 - 14 years,Male,Net migration,6.3
2022,0 - 14 years,Male,Emigrants: All destinations,2.1
2022,0 - 14 years,Male,Immigrants: All origins,8.4
2022,0 - 14 years,Female,Net migration,6.7
2022,0 - 14 years,Female,Emigrants: All destinations,1.3
2022,0 - 14 years,Female,Immigrants: All origins,8.0
2022,15 - 24 years,Both sexes,Net migration,-0.1
2022,15 - 24 years,Both sexes,Emigrants: All destinations,21.1
2022,15 - 24 years,Both sexes,Immigrants: All origins,20.9
2022,15 - 24 years,Male,Net migration,-0.9
2022,15 - 24 years,Male,Emigrants: All destinations,10.0
2022,15 - 24 years,Male,Immigrants: All origins,9.1
2022,15 - 24 years,Female,Net migration,0.7
2022,15 - 24 years,Female,Emigrants: All destinations,11.0
2022,15 - 24 years,Female,Immigrants: All origins,11.8
2022,25 - 44 years,Both sexes,Net migration,32.2
2022,25 - 44 years,Both sexes,Emigrants: All destinations,21.5
2022,25 - 44 years,Both sexes,Immigrants: All origins,53.8
2022,25 - 44 years,Male,Net migration,11.4
2022,25 - 44 years,Male,Emigrants: All destinations,13.0
2022,25 - 44 years,Male,Immigrants: All origins,24.4
2022,25 - 44 years,Female,Net migration,20.8
2022,25 - 44 years,Female,Emigrants: All destinations,8.6
2022,25 - 44 years,Female,Immigrants: All origins,29.3
2022,45 - 64 years,Both sexes,Net migration,5.3
2022,45 - 64 years,Both sexes,Emigrants: All destinations,7.4
2022,45 - 64 years,Both sexes,Immigrants: All origins,12.7
2022,45 - 64 years,Male,Net migration,2.3
2022,45 - 64 years,Male,Emigrants: All destinations,3.3
2022,45 - 64 years,Male,Immigrants: All origins,5.6
2022,45 - 64 years,Female,Net migration,3.0
2022,45 - 64 years,Female,Emigrants: All destinations,4.1
2022,45 - 64 years,Female,Immigrants: All origins,7.1
2022,65 years and over,Both sexes,Net migration,1.4
2022,65 years and over,Both sexes,Emigrants: All destinations,2.6
2022,65 years and over,Both sexes,Immigrants: All origins,4.1
2022,65 years and over,Male,Net migration,0.5
2022,65 years and over,Male,Emigrants: All destinations,1.1
2022,65 years and over,Male,Immigrants: All origins,1.7
2022,65 years and over,Female,Net migration,0.9
2022,65 years and over,Female,Emigrants: All destinations,1.5
2022,65 years and over,Female,Immigrants: All origins,2.4
2023,All ages,Both sexes,Net migration,77.7
2023,All ages,Both sexes,Emigrants: All destinations,64.0
2023,All ages,Both sexes,Immigrants: All origins,141.6
2023,All ages,Male,Net migration,35.1
2023,All ages,Male,Emigrants: All destinations,31.0
2023,All ages,Male,Immigrants: All origins,66.1
2023,All ages,Female,Net migration,42.6
2023,All ages,Female,Emigrants: All destinations,32.9
2023,All ages,Female,Immigrants: All origins,75.5
2023,0 - 14 years,Both sexes,Net migration,16.3
2023,0 - 14 years,Both sexes,Emigrants: All destinations,5.5
2023,0 - 14 years,Both sexes,Immigrants: All origins,21.8
2023,0 - 14 years,Male,Net migration,8.2
2023,0 - 14 years,Male,Emigrants: All destinations,2.9
2023,0 - 14 years,Male,Immigrants: All origins,11.1
2023,0 - 14 years,Female,Net migration,8.2
2023,0 - 14 years,Female,Emigrants: All destinations,2.6
2023,0 - 14 years,Female,Immigrants: All origins,10.8
2023,15 - 24 years,Both sexes,Net migration,3.9
2023,15 - 24 years,Both sexes,Emigrants: All destinations,19.9
2023,15 - 24 years,Both sexes,Immigrants: All origins,23.8
2023,15 - 24 years,Male,Net migration,2.5
2023,15 - 24 years,Male,Emigrants: All destinations,7.5
2023,15 - 24 years,Male,Immigrants: All origins,10.0
2023,15 - 24 years,Female,Net migration,1.4
2023,15 - 24 years,Female,Emigrants: All destinations,12.3
2023,15 - 24 years,Female,Immigrants: All origins,13.7
2023,25 - 44 years,Both sexes,Net migration,42.7
2023,25 - 44 years,Both sexes,Emigrants: All destinations,32.3
2023,25 - 44 years,Both sexes,Immigrants: All origins,75.1
2023,25 - 44 years,Male,Net migration,19.6
2023,25 - 44 years,Male,Emigrants: All destinations,17.2
2023,25 - 44 years,Male,Immigrants: All origins,36.8
2023,25 - 44 years,Female,Net migration,23.1
2023,25 - 44 years,Female,Emigrants: All destinations,15.2
2023,25 - 44 years,Female,Immigrants: All origins,38.2
2023,45 - 64 years,Both sexes,Net migration,11.7
2023,45 - 64 years,Both sexes,Emigrants: All destinations,5.3
2023,45 - 64 years,Both sexes,Immigrants: All origins,16.9
2023,45 - 64 years,Male,Net migration,3.6
2023,45 - 64 years,Male,Emigrants: All destinations,3.0
2023,45 - 64 years,Male,Immigrants: All origins,6.6
2023,45 - 64 years,Female,Net migration,8.1
2023,45 - 64 years,Female,Emigrants: All destinations,2.2
2023,45 - 64 years,Female,Immigrants: All origins,10.3
2023,65 years and over,Both sexes,Net migration,3.0
2023,65 years and over,Both sexes,Emigrants: All destinations,1.0
2023,65 years and over,Both sexes,Immigrants: All origins,4.0
2023,65 years and over,Male,Net migration,1.1
2023,65 years and over,Male,Emigrants: All destinations,0.4
2023,65 years and over,Male,Immigrants: All origins,1.5
2023,65 years and over,Female,Net migration,1.8
2023,65 years and over,Female,Emigrants: All destinations,0.6
2023,65 years and over,Female,Immigrants: All origins,2.5
